Nested Sampling Global Log-Evidence           :    0.324374012055852336E+04  +/-    0.640452565060036783E+00

Dim No.       Mean        Sigma
   1    0.135132855453433862E+02    0.520653629651774885E+01
   2    0.905240087185853604E+01    0.257971218866598528E+01
   3    0.443063391645214733E+01    0.100377954228204325E+01
   4    0.227871870376997805E+02    0.916439396766498682E+01
   5    0.130862846022454740E+02    0.425159178118997438E+01
   6    0.298509665821952597E+01    0.151155133635523464E+01
   7    0.164902396914011469E+02    0.263714721745808955E+00
   8    0.154316022094112064E+02    0.240340040939365507E+00
   9    0.677250956799777426E+00    0.217736172825579687E-01
  10    0.361761625553441712E-02    0.433873916893932616E-03

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.169214724424598657E+02
   2    0.589553238393540724E+01
   3    0.338596191756080067E+01
   4    0.103915322321016248E+02
   5    0.677990175232507397E+01
   6    0.235796316886900925E+01
   7    0.167104452242381818E+02
   8    0.152965357613124375E+02
   9    0.704651769056945487E+00
  10    0.320204926006346056E-02

MAP Parameters
Dim No.        Parameter
   1    0.810549045981058214E+01
   2    0.890594368153383087E+01
   3    0.528505805161443476E+01
   4    0.359039182149330784E+02
   5    0.215230683842888482E+02
   6    0.282624259124008148E+01
   7    0.166020707530209322E+02
   8    0.151842049093663150E+02
   9    0.687945267911110658E+00
  10    0.384498048941234530E-02
