    0.214946449599868229E-01    0.948029516678898423E-03    0.647367906570434526E+00    0.945789599418640137E+02    0.102369077773913444E-05    0.291679692268371582E+01    0.179702386856079110E+01    0.191087151619284190E+00   -0.239817731498593581E-02    0.541859769821167014E+00    0.153342050313949585E+03    0.274339938163757324E+01    0.434547761857232429E-01    0.157948306318352466E-01    0.741075849533081144E+00    0.615184378623962402E+02    0.604690799094255715E+00    0.387787675857543945E+01    0.756785535812377930E+01   -0.657615565688663578E+10   -0.391195633965034517E+01    1
    0.199579894156789485E-01   -0.750323072061949564E-01    0.717541313171386808E+00    0.179253423213958740E+02    0.347871643691679000E-01    0.383273553848266602E+01    0.581173458099365270E+01   -0.174101707830856128E-01   -0.861315913321326343E-01    0.733516550064087003E+00    0.409709250926971436E+02    0.286945486068725586E+01    0.730390264391605898E-01    0.374398860389435692E-01    0.507875871658325151E+00    0.723293173313140869E+02    0.211884397846247063E+01    0.266509628295898438E+01    0.332143826484680194E+01   -0.481202924196251202E+10   -0.393195633965034208E+01    1
   -0.519286388695168397E-01   -0.158815558120410621E+00    0.476831865310668956E+00    0.159134988784790039E+03    0.245512291486267031E+01    0.358427977561950684E+01    0.103136734962463383E+01    0.122941550854157644E+00    0.349573156300420143E-01    0.942982959747314498E+00    0.122807976007461548E+03    0.287198710441589355E+01   -0.166687225802212124E+00   -0.593246338942890680E-01    0.757232189178466797E+00    0.605817246437072754E+02    0.112806454865299499E+01    0.308803939819335938E+01    0.294656844139099139E+01   -0.151108307418945909E+10   -0.395195633965034165E+01    1
    0.618541026676576247E-01    0.857649724655538850E-03    0.828431892395019576E+00    0.900494277477264404E+02    0.452962558385110192E+01    0.280263853073120117E+01    0.652128229141235316E+01   -0.117868171174289270E-02    0.746327688845819376E-01    0.201644372940063488E+00    0.486781346797943115E+02    0.389636540412902832E+01   -0.271096056845315680E+00   -0.112633811348339646E-01    0.499094629287719749E+00    0.795413374900817871E+01    0.133715398717523316E-03    0.391434764862060547E+01    0.189029350280761732E+01   -0.956082752455447435E+09   -0.397195633965034300E+01    1
    0.772435057103414667E-02    0.193193237521670391E+00    0.686448097229003906E+00    0.423012578487396240E+02    0.374846373809758404E+01    0.349302935600280762E+01    0.478419618606567365E+01    0.795548610712524529E-01   -0.917679463767952924E-01    0.929407358169555664E+00    0.163397512435913086E+03    0.671706914901733398E+00    0.372451362945435543E-01   -0.148817931644155826E+00    0.807708692550659135E+00    0.120351490974426270E+03    0.100740916001083308E-03    0.398770856857299805E+01    0.640665926933288610E+01   -0.853021167405666351E+09   -0.399195633965034391E+01    1
    0.162085260935498493E+00    0.157249549059221695E-02    0.963628244400024370E+00    0.146759909391403198E+03    0.554774264478448398E+01    0.285202217102050781E+01    0.328467183113098127E+01   -0.971104748366198867E-01    0.431597325740651627E-01    0.265444850921630893E+00    0.129099601507186890E+03    0.366450476646423340E+01   -0.363490353183518189E-01    0.135527809929380516E+00    0.455615711212158214E+00    0.784912955760955811E+02    0.527139206188223219E-05    0.234232926368713379E+01    0.779027271270751953E+01   -0.642483229592810750E+09   -0.401195633965034215E+01    1
   -0.613093749371124083E-01   -0.908310007711467943E-01    0.604035902023315474E+00    0.757273650169372559E+02    0.955551270935653869E-05    0.342265605926513672E+01    0.567300601005554217E+01   -0.528980920382192896E-01    0.147618229075545337E+00    0.419187068939208984E+00    0.136399984359741211E+03    0.763533830642700195E+00    0.648374766133625602E-01   -0.182317269106236107E+00    0.338407373428344704E+00    0.169894917011260986E+03    0.743402650805302478E+01    0.790473699569702148E+00    0.274270639419555673E+01   -0.356803354693049669E+09   -0.403195633965034173E+01    1
    0.123631818572916691E-01    0.804784625092574563E-01    0.243470716476440446E+00    0.789581501483917236E+02    0.386362268723086546E-03    0.306627035140991211E+00    0.295900402069091850E+01    0.209907159692124229E+00    0.323345950328020534E-01    0.394662046432495139E+00    0.536912369728088379E+02    0.341693615913391113E+01   -0.433882517763279629E-01   -0.194036373434184339E+00    0.968116760253906250E+00    0.150752066373825073E+03    0.397026662575072908E+01    0.672502756118774414E+00    0.480719494819641113E+01   -0.245325972454819918E+09   -0.405195633965034396E+01    1
    0.121247348261647722E+00   -0.775975902717187666E-01    0.225700044631958030E+00    0.100692379474639893E+03    0.234974790331638171E-01    0.209772109985351562E+01    0.608225960731506365E+01    0.144818995060913003E+00   -0.492731725308270460E-01    0.763936519622802734E+00    0.128506457805633545E+03    0.231095075607299805E+00    0.644752370425627774E-01    0.210188229156127449E+00    0.754552984237671032E+00    0.813364970684051514E+02    0.146203417158792770E+01    0.381592679023742676E+01    0.335882267951965385E+01   -0.189805727362366885E+09   -0.407195633965034443E+01    1
    0.128398460067544989E+00    0.579386607552487554E-01    0.250227785110473666E+00    0.145160229206085205E+03    0.977702752072553416E-01    0.191223621368408203E+00    0.670663623809814435E+01   -0.673310042951504456E-01    0.463327403185253145E-01    0.502160120010376021E+00    0.149027105569839478E+03    0.241187691688537598E+01    0.482894990980064845E-01    0.573877927770373303E-01    0.500216245651245117E+00    0.595244836807250977E+02    0.455048377764180223E+00    0.318866324424743652E+01    0.350889291763305700E+01   -0.188945282738420844E+09   -0.409195633965034400E+01    1
    0.204200608693740515E+00    0.431868910379962154E-01    0.924537754058837979E+00    0.779800236225128174E+02    0.503835548753042151E+00    0.255956077575683594E+01    0.393099923133850115E+01   -0.114247345291595137E+00   -0.101614409061906344E+00    0.624460124969482444E+00    0.114397834539413452E+03    0.188675165176391602E+01    0.121018338588877814E-01    0.146042081127866513E+00    0.709892749786376953E+00    0.877460646629333496E+02    0.150418842134485364E+00    0.333581471443176270E+01    0.677131223678588867E+01   -0.162491040353768319E+09   -0.411195633965034357E+01    1
    0.827076912718202328E-01   -0.294227884322819898E-01    0.367892169952392600E+00    0.111557021141052246E+03    0.257058256188727308E+01    0.271381092071533203E+01    0.146523032188415536E+01   -0.736715520716009348E-01    0.157257438909034972E-01    0.926282596588134721E+00    0.138057889938354492E+03    0.359543704986572266E+01    0.232066303019840131E+00   -0.548009299674428116E-01    0.514329385757446245E+00    0.154389721155166626E+03    0.279173974451726132E-02    0.343828368186950684E+01    0.301223793029785192E+01   -0.501420028048983142E+08   -0.413195633965034226E+01    1
    0.695357468776715837E-01    0.815611998197965093E-01    0.292106914520263716E+00    0.145403687953948975E+03    0.719750188832350091E+00    0.172980380058288574E+01    0.452948675155639702E+01    0.602978884182758662E-01   -0.471332251040446626E-01    0.241055536270141618E+00    0.109446980953216553E+03    0.248935770988464355E+01   -0.124542518078268619E+00   -0.795978411832035521E-01    0.468116903305053733E+00    0.101248229742050171E+03    0.131962361709077958E+01    0.558630704879760742E+00    0.691452717781066895E+01   -0.422228338106779382E+08   -0.415195633965034450E+01    1
    0.707368969262514441E-01   -0.102845752683384167E+00    0.290591859817504905E+00    0.672417247295379639E+02    0.543193389856443977E-02    0.131086611747741699E+01    0.250162258148193395E+01   -0.145519666291663938E-01    0.115045246586460898E+00    0.762254858016967907E+00    0.136209536790847778E+03    0.222174310684204102E+01   -0.313883479659987988E-01    0.446449637889969331E-01    0.880425310134887784E+00    0.754931437969207764E+02    0.222383053107417461E+00    0.164191007614135742E+01    0.383817806243896520E+01   -0.367260356117261872E+08   -0.417195633965034762E+01    1
