Nested Sampling Global Log-Evidence           :    0.197113255226647652E+04  +/-    0.467520863006184784E+00

Dim No.       Mean        Sigma
   1    0.107141623250764333E+02    0.506496172225807584E+01
   2    0.505231024568292675E+01    0.292579933513790635E+01
   3    0.559337541457134169E+01    0.195641625714702694E+01
   4    0.654049323342609790E-01    0.145949663142413153E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.150487751762341215E+02
   2    0.842443092202588772E+01
   3    0.368612732693535250E+01
   4    0.660984955788608275E-01

MAP Parameters
Dim No.        Parameter
   1    0.700532096066692489E+01
   2    0.504606107515933267E+00
   3    0.827840256569675859E+01
   4    0.672641528923008103E-01
