name,y,x,positions_noise,redshift
point_0,-0.26015625,-0.7787462810592881,0.6,1.0
point_1,1.9681640624999999,-3.608551946159612,0.6,1.0
point_1,2.31796875,-4.319978283721594,0.6,1.0
