    0.268355575203895569E+02    0.391611111164093018E+02    0.120608088201615756E+05   -0.999999999899999928E+90   -0.391195633965034517E+01    1
    0.245766949653625488E+02    0.447875958681106567E+02    0.254345151008612775E+05   -0.999999999799999890E+90   -0.393195633965034208E+01    1
    0.228968557715415955E+02    0.248111379146575928E+02    0.121075666133018130E+05   -0.999999999699999851E+90   -0.395195633965034165E+01    1
    0.419346493482589722E+02    0.265145149827003479E+02    0.755326613498161023E+05   -0.999999999599999813E+90   -0.397195633965034300E+01    1
    0.449622404575347900E+02    0.409794387221336365E+02    0.390447644866074625E+05   -0.226800816332959337E+06   -0.399195633965034391E+01    1
    0.217290964722633362E+02    0.352387991547584534E+02    0.692768151915347789E+04   -0.226748718131699919E+06   -0.401195633965034215E+01    1
    0.383076605200767517E+02    0.387163710594177246E+02    0.646023498495093554E+04   -0.226743912009977532E+06   -0.403195633965034173E+01    1
    0.275090721249580383E+02    0.395797100663185120E+02    0.497073635660493983E+04   -0.226698307100268343E+06   -0.405195633965034396E+01    1
    0.332361218333244324E+02    0.232547369599342346E+02    0.326820811716136905E+04   -0.226569234870542336E+06   -0.407195633965034443E+01    1
    0.388307121396064758E+02    0.213422325253486633E+02    0.298068648879035663E+04   -0.226537517415441573E+06   -0.409195633965034400E+01    1
    0.295999673008918762E+02    0.438559573888778687E+02    0.208573002878832131E+04   -0.226196979844325950E+06   -0.411195633965034357E+01    1
    0.272020947933197021E+02    0.276259508728981018E+02    0.770145810123533465E+03   -0.222652169890351535E+06   -0.413195633965034226E+01    1
    0.369102475047111511E+02    0.245599654316902161E+02    0.508188700544772985E+03   -0.217944983431595814E+06   -0.415195633965034450E+01    1
    0.332727101445198059E+02    0.346028935909271240E+02    0.387511993209968125E+03   -0.211781044335032871E+06   -0.417195633965034762E+01    1
    0.251750600337982178E+02    0.255956110358238220E+02    0.373029971204414608E+03   -0.211389034535931452E+06   -0.419195633965034720E+01    1
    0.442529258131980896E+02    0.231922757625579834E+02    0.319252493054925878E+03   -0.206195111006224150E+06   -0.421195633965034677E+01    1
    0.336335030198097229E+02    0.349239033460617065E+02    0.270369032442540004E+03   -0.199027837358076475E+06   -0.423195633965034279E+01    1
    0.300791066884994507E+02    0.343661484122276306E+02    0.219325079263202639E+03   -0.188687336925026611E+06   -0.425195633965034059E+01    1
    0.215353754162788391E+02    0.401654195785522461E+02    0.222276438611801410E+03   -0.187007915986147476E+06   -0.427195633965034727E+01    1
    0.335485664010047913E+02    0.384983730316162109E+02    0.205535467202744940E+03   -0.183959713190014736E+06   -0.429195633965034329E+01    1
    0.253415656089782715E+02    0.304353442788124084E+02    0.714990285842676485E+02   -0.970848068904582324E+05   -0.431195633965034109E+01    1
    0.424959388375282288E+02    0.429681938886642456E+02    0.725916741078428913E+02   -0.968423723134095926E+05   -0.433195633965034244E+01    1
    0.330017444491386414E+02    0.285358709096908569E+02    0.594314492423404133E+02   -0.815574314197394706E+05   -0.435195633965034201E+01    1
    0.218289119005203247E+02    0.307023999094963074E+02    0.422404974827040718E+02   -0.557181377177173272E+05   -0.437195633965034336E+01    1
    0.344625112414360046E+02    0.303918835520744324E+02    0.373718480804616036E+02   -0.499754966475397305E+05   -0.439195633965034649E+01    1
    0.373284873366355896E+02    0.402965080738067627E+02    0.379802149949975671E+02   -0.485559681991018515E+05   -0.441195633965034784E+01    1
    0.240412068367004395E+02    0.335913982987403870E+02    0.317453293917606914E+02   -0.383841461225639869E+05   -0.443195633965034474E+01    1
    0.311908316612243652E+02    0.254401814937591553E+02    0.174830160158905237E+02   -0.162159080164554452E+05   -0.445195633965034343E+01    1
    0.341192123293876648E+02    0.423845303058624268E+02    0.173046902070476527E+02   -0.158781958155970297E+05   -0.447195633965034745E+01    1
    0.390175443887710571E+02    0.448869746923446655E+02    0.125971602900763876E-05   -0.847597122279123505E+04   -0.449195633965034435E+01    1
    0.434523802995681763E+02    0.397730451822280884E+02    0.424773754618516610E-05   -0.824434018564582220E+04   -0.451195633965034482E+01    1
    0.374266487360000610E+02    0.374944162368774414E+02    0.108209695224958899E+02   -0.601634670528214519E+04   -0.453195633965034705E+01    1
    0.355718162655830383E+02    0.447745603322982788E+02    0.387241646952274333E-03   -0.482185641494593256E+04   -0.455195633965034396E+01    1
    0.266453948616981506E+02    0.407701534032821655E+02    0.210245104455467027E-05   -0.402838749359933172E+04   -0.457195633965034354E+01    1
    0.395139244198799133E+02    0.267424610257148743E+02    0.356952915718187923E-05   -0.387636270568104919E+04   -0.459195633965034666E+01    1
    0.312766414880752563E+02    0.330126968026161194E+02    0.597381204888636065E-05   -0.385005330453087117E+04   -0.461195633965034801E+01    1
    0.374652546644210815E+02    0.277861264348030090E+02    0.385836394926395131E-05   -0.384470820564924907E+04   -0.463195633965034759E+01    1
    0.233915132284164429E+02    0.411725324392318726E+02    0.101628488555585248E-05   -0.341069321867670624E+04   -0.465195633965034716E+01    1
    0.399091821908950806E+02    0.241094452142715454E+02    0.808114516959603958E-05   -0.336788547670714070E+04   -0.467195633965034407E+01    1
    0.368561965227127075E+02    0.257319745421409607E+02    0.460617326753758800E-04   -0.283808194835864015E+04   -0.469195633965034364E+01    1
    0.289026749134063721E+02    0.298583906888961792E+02    0.729031607760201435E-05   -0.258519180588871131E+04   -0.471195633965034677E+01    1
    0.408437249064445496E+02    0.289110478758811951E+02    0.481032263164426501E-03   -0.257685579479493754E+04   -0.473195633965034634E+01    1
    0.404444691538810730E+02    0.353634369373321533E+02    0.157591580613868553E-02   -0.257001925702584413E+04   -0.475195633965034325E+01    1
    0.401834782958030701E+02    0.214167204499244690E+02    0.482500322220618993E-04   -0.236045824982831437E+04   -0.477195633965034460E+01    1
    0.396080192923545837E+02    0.371293124556541443E+02    0.313577823352454441E-02   -0.197816560877591655E+04   -0.479195633965034506E+01    1
    0.338003945350646973E+02    0.240379047393798828E+02    0.982847863830864794E-04   -0.176298627645290253E+04   -0.481195633965034641E+01    1
    0.388081473112106323E+02    0.218411651253700256E+02    0.105242040416300372E-03   -0.175955187279515303E+04   -0.483195633965034776E+01    1
    0.333234456181526184E+02    0.404591542482376099E+02    0.297715491825778413E-02   -0.163459382070956144E+04   -0.485195633965034734E+01    1
    0.335863468050956726E+02    0.417810824513435364E+02    0.406890862648569187E-02   -0.141873097439450521E+04   -0.487195633965034602E+01    1
    0.262794297933578491E+02    0.266672503948211670E+02    0.228744291168715919E-04   -0.140750994045843800E+04   -0.489195633965034382E+01    1
    0.406809625029563904E+02    0.311778840422630310E+02    0.325036010625214455E-02   -0.125434356650163136E+04   -0.491195633965034428E+01    1
    0.254574802517890930E+02    0.231785264611244202E+02    0.105604512260155200E-04   -0.722909361871812507E+03   -0.493195633965034563E+01    1
    0.407394793629646301E+02    0.424251359701156616E+02    0.138541988287662014E-01   -0.691998840217442194E+03   -0.495195633965034610E+01    1
    0.432219502329826355E+02    0.258469980955123901E+02    0.349541794995307867E-02   -0.673406724513714835E+03   -0.497195633965034567E+01    1
    0.218184751272201538E+02    0.281504836678504944E+02    0.792431267835511327E-04   -0.481218255087791476E+03   -0.499195633965034435E+01    1
    0.250438418984413147E+02    0.381147933006286621E+02    0.278131759779815489E-02   -0.413764795652203247E+03   -0.501195633965034304E+01    1
    0.411158782243728638E+02    0.371682313084602356E+02    0.603736165100886613E+01   -0.366595471249273942E+03   -0.503195633965034617E+01    1
    0.271750834584236145E+02    0.373156008124351501E+02    0.477101849062648836E-02   -0.179670727803457339E+03   -0.505195633965034840E+01    1
    0.404646214842796326E+02    0.378851947188377380E+02    0.176227565644110941E-01   -0.109116270627597260E+03   -0.507195633965034709E+01    1
    0.233845573663711548E+02    0.215861764550209045E+02    0.122147325477012541E-04   -0.193090727988583239E+02   -0.509195633965034755E+01    1
    0.220037457346916199E+02    0.370598953962326050E+02    0.328658803087202326E-02    0.255911134409723672E+03   -0.511195633965034979E+01    1
    0.412270781397819519E+02    0.390843418240547180E+02    0.335014200878719082E-01    0.491505042850557402E+03   -0.513195633965034936E+01    1
    0.261992853879928589E+02    0.209476035833358765E+02    0.503858506675110328E-03    0.604858888976275921E+03   -0.515195633965034716E+01    1
    0.261102956533432007E+02    0.251886528730392456E+02    0.196476459262623923E-02    0.622771458706534759E+03   -0.517195633965034318E+01    1
    0.278942239284515381E+02    0.312059533596038818E+02    0.775053104167737397E-02    0.700717986267028209E+03   -0.519195633965034276E+01    1
    0.287205067276954651E+02    0.362341251969337463E+02    0.158268122778341368E-01    0.757623481855514910E+03   -0.521195633965034766E+01    1
    0.279437777400016785E+02    0.256442543864250183E+02    0.322777331319232079E-02    0.765317497049786652E+03   -0.523195633965034546E+01    1
    0.290907290577888489E+02    0.409185048937797546E+02    0.512200775080993420E+01    0.117171194926230783E+04   -0.525195633965034858E+01    1
    0.323441651463508606E+02    0.377582994103431702E+02    0.389714889467061704E-01    0.119864393815969197E+04   -0.527195633965034727E+01    1
    0.383725088834762573E+02    0.258467969298362732E+02    0.452066317982424781E+01    0.125068108963601844E+04   -0.529195633965034684E+01    1
    0.217922908067703247E+02    0.266921517252922058E+02    0.330439414946408997E-02    0.131739212173623855E+04   -0.531195633965034553E+01    1
    0.292455610632896423E+02    0.240405347943305969E+02    0.132142291697391386E-01    0.141306183973182124E+04   -0.533195633965034510E+01    1
    0.325264674425125122E+02    0.358407971262931824E+02    0.438937342287901711E+01    0.146529788397887114E+04   -0.535195633965034645E+01    1
    0.201906514167785645E+02    0.368945819139480591E+02    0.154645190931499664E-01    0.150131335325176042E+04   -0.537195633965034780E+01    1
    0.374992501735687256E+02    0.222408127784729004E+02    0.235773955767700875E-01    0.151613019962820727E+04   -0.539195633965034649E+01    1
    0.395266813039779663E+02    0.417982515692710876E+02    0.814080514608481742E-01    0.153423181708313041E+04   -0.541195633965034428E+01    1
    0.273103830218315125E+02    0.254145395755767822E+02    0.156605321763028868E-01    0.161160047934730392E+04   -0.543195633965034563E+01    1
    0.214798358082771301E+02    0.300560382008552551E+02    0.119193976350328665E-01    0.162836192325132106E+04   -0.545195633965034521E+01    1
    0.381312933564186096E+02    0.374061074852943420E+02    0.806277064316585218E-01    0.163860607212412469E+04   -0.547195633965034389E+01    1
