    0.222156977653503418E+01   -0.657946995329653506E-01    0.303151275181814820E-02    0.624232964548627645E+00    0.191263784465276778E+02   -0.136318272391513229E-01    0.801541268125140647E+02    0.582067671879598486E-01    0.927131487007411825E-01    0.789124351701635085E+00    0.105291887800663062E+03    0.276840462336506221E+00    0.113859066777976881E+01   -0.177878863855474023E+00    0.150377207286317205E+01   -0.999999998999999514E+91   -0.431745848408226340E+01    1
    0.283883857727050781E+01    0.378583989247770897E-01    0.789591582491534251E-03    0.493701091414007864E+00    0.849215271764611828E+02    0.830897326671719838E-01    0.141654489656405929E+03    0.165920699351216783E+00    0.104149898172386332E+00    0.965071286111229165E+00    0.933339517757922437E+02    0.603358562496275508E+00   -0.384261049274337907E+00    0.232051427675219113E+01    0.207477724730274060E+01   -0.999999998999999514E+91   -0.433079181741559527E+01    1
    0.201750397682189941E+01    0.501738213618666551E-01    0.123930141612396370E-01    0.521455033311746474E+00    0.791384439736932706E+02    0.213492837253343552E-01    0.108387802183421314E+03    0.888203552062103024E-01    0.807651626696074126E-01    0.551038971703681435E+00    0.728142135516244053E+02    0.514989418526116460E+00   -0.914236380155556194E+00    0.404917710929340391E+01    0.203133310653986943E+01   -0.999999998999999514E+91   -0.434412515074892802E+01    1
    0.197475087642669678E+01    0.500348165713662522E-02    0.346802863293988297E-02    0.890531755620295407E+00    0.291692959221245189E+02    0.239159516278958512E-01    0.982712593792920899E+02    0.105566714186403246E+00    0.154249259204224942E+00    0.110296546740242274E+01    0.705214679842204646E+02    0.336322036341583919E+00   -0.259507593505907419E+01    0.317585077869971277E+01    0.151051998817090571E+01   -0.999999998999999514E+91   -0.435745848408225900E+01    1
    0.163023293018341064E+01   -0.142499993265745445E-01    0.263826243523870504E-01    0.107603942915980566E+01    0.675620093515949804E+02    0.131939536248943667E-01    0.304527149772125867E+02    0.147594468464170209E+00    0.785503942591448956E-01    0.429000596469504558E+00    0.419031593843478944E+02    0.448054529124983780E+00   -0.594428135127127000E+00    0.452878891127284433E+01    0.204609941549768415E+01   -0.999999998999999514E+91   -0.437079181741559353E+01    1
    0.237604916095733643E+01   -0.727673366013927153E-01    0.106379665207923333E-01    0.120559990629702773E+01    0.473092068650094433E+02    0.486135911100476700E-01    0.395652836169075499E+02    0.891992920805542988E-01    0.137195267426786505E+00    0.854285825333327975E+00    0.418767006997096303E+02    0.213340472400107284E+00   -0.694091088173984128E+00    0.613825176432640074E+01    0.151255809129516927E+01   -0.999999998999999514E+91   -0.438412515074892628E+01    1
    0.148116779327392578E+01   -0.172072935891799707E-01    0.104439027938554949E-01    0.672283213559464521E+00    0.851744184081627935E+02    0.360538655919246109E-01    0.849196408333358193E+02    0.120810952028535534E+00    0.122772471726768861E+00    0.113268517409787828E+01    0.699695932468276851E+02    0.323548130097301267E+00    0.447343575617877853E-01    0.816602047582058566E+00    0.181732358989721998E+01   -0.999999998999999514E+91   -0.439745848408225992E+01    1
    0.162334001064300537E+01   -0.820222723715687135E-01    0.482815973670959811E-01    0.646645270408511941E+00    0.369257315348214732E+02    0.101577841508761729E+00    0.729751696754739925E+02   -0.278723596464560408E-01    0.156725485802824804E+00    0.895372046643075792E+00    0.100059528169420602E+03    0.375711066942669036E+00   -0.157216570026020031E+01    0.365405899636682641E+01    0.170738761819954621E+01   -0.999999998999999514E+91   -0.441079181741559356E+01    1
    0.280049014091491699E+01    0.123185997845888049E-01   -0.826049908170286007E-01    0.803948470522773739E+00    0.438037574568237034E+02    0.105588917493358525E+00    0.909493696322504235E+02    0.101376325980408757E+00    0.132284013126263533E+00    0.911320236164562036E+00    0.547773548977773146E+02    0.325281494019512452E+00   -0.396166931695682178E+00    0.222855802467449537E+01    0.139316803215848850E+01   -0.999999998999999514E+91   -0.442412515074892276E+01    1
    0.280336630344390869E+01    0.511113540659136542E-01   -0.321147717356402721E-02    0.799173099477388238E+00    0.626326218909339758E+02    0.873516332966280812E-01    0.818113089066029886E+02    0.105449496201526521E+00    0.181521370861704612E+00    0.857156100207128180E+00    0.868958593170527251E+02    0.149061609422127012E+00    0.180302628354006145E+01   -0.482378328390646871E+00    0.153123192181716261E+01   -0.999999998999999514E+91   -0.443745848408225729E+01    1
