   -0.115412169186083317E-01   -0.587421848363779003E-02    0.734918985519832813E+00    0.817389195235016928E+02    0.638626739907874441E+00    0.224602716034240180E+01    0.191538024109989635E+01   -0.172324049302628526E+06
   -0.110693383237695196E-01   -0.637243272101871254E-02    0.733913643745869981E+00    0.816467758702646336E+02    0.621556852291094586E+00    0.227866295874819258E+01    0.195197848887741121E+01   -0.172321134198756423E+06
   -0.104034413390785407E-01   -0.480234524677177182E-02    0.734996715659020028E+00    0.815408448795295016E+02    0.621570166778992572E+00    0.228268804347888610E+01    0.194733166101023825E+01   -0.172320615095117362E+06
   -0.125386852283761296E-01   -0.526353294581596767E-02    0.731866852211362717E+00    0.814283884613673905E+02    0.617099940619685428E+00    0.229155093700139290E+01    0.195463632116771890E+01   -0.172320580781395052E+06
   -0.114077521855729322E-01   -0.491208422930546323E-02    0.732809039448956590E+00    0.818420720366063392E+02    0.616398676937144008E+00    0.229161158281189259E+01    0.195734820832399103E+01   -0.172320211532510380E+06
   -0.129090486749340750E-01   -0.650105166113261815E-02    0.733415452452218508E+00    0.816545211699743021E+02    0.610414039554624810E+00    0.230448146629074335E+01    0.197207622960237816E+01   -0.172320205236891983E+06
   -0.112811869026239065E-01   -0.589240525960994625E-02    0.733418003526746354E+00    0.817622735726030641E+02    0.614242166523638722E+00    0.229884663785730670E+01    0.195905753988304676E+01   -0.172320081133410305E+06
   -0.129745091767961805E-01   -0.584371511334894934E-02    0.736282078555324793E+00    0.816144898508338059E+02    0.617302200443857418E+00    0.229126275266460633E+01    0.195671651296974503E+01   -0.172319999322604330E+06
   -0.123299962486228109E-01   -0.519505401522150044E-02    0.734977211400774877E+00    0.816764172411991609E+02    0.609686984644580487E+00    0.230667766255562601E+01    0.196751543984535360E+01   -0.172319998219506699E+06
   -0.130644644714943050E-01   -0.515908519796290897E-02    0.733022580834613580E+00    0.814461698634222842E+02    0.623971933685393276E+00    0.227516185684822103E+01    0.194388642691042990E+01   -0.172319734326771693E+06
