galaxies_lens_mass_centre_0,galaxies_lens_mass_centre_1,galaxies_lens_mass_elliptical_comps_0,galaxies_lens_mass_elliptical_comps_1,galaxies_lens_mass_einstein_radius_value,galaxies_source_light_centre_0,galaxies_source_light_centre_1,galaxies_source_light_elliptical_comps_0,galaxies_source_light_elliptical_comps_1,galaxies_source_light_intensity_value,galaxies_source_light_effective_radius_value,galaxies_source_light_sersic_index,log_likelihood,log_prior,log_posterior,weights
-0.08774669490576277,0.1248268040124403,-0.41343162644662645,0.2918791022608045,3.178112049005758,0.4203556340346202,0.34730784600171466,-0.546338842657266,0.9788969170479274,549389.5252242677,28.108965532019834,6.07974611155909,-7.885241058760571e+20,1.7811285559012895,-7.885241058760571e+20,0.0
0.07697323772970163,0.21164624230431509,0.5823721079574056,-0.9138836422987424,6.520244397689618,-0.05036648916989597,0.20068795827270858,-0.7395187385655915,-0.3640479882512875,214585.82242456163,21.96050346910468,4.472679440679058,-1.2032667485412767e+20,0.5196238325573392,-1.2032667485412767e+20,0.0
-0.11505487171184192,0.1233570804000024,-0.6199797937001839,0.5667685503204862,4.596028303782906,-0.24847361133429788,-0.35811898237663836,-0.7375962999052263,-0.43385536808709624,243177.75086875353,14.82896501393084,3.1512762291301897,-3.1321064522835116e+19,1.213575966981799,-3.1321064522835116e+19,0.0
0.1993379039164668,-0.2947824246972222,-0.18750363023022598,0.9282983283854003,2.1604493828641784,-0.16885017797001145,-0.3515614633170557,-0.35881661466140113,-0.4045402936996454,33652.89708041057,16.614080402711203,5.224647704592236,-5.694710099208718e+18,1.548574842558812,-5.694710099208718e+18,0.0
-0.06096143273347971,0.16792702066066154,0.6162353408328416,-0.7098954944197455,4.620739574207021,0.5781403870005576,0.04985669265694156,-0.7099834892711885,0.0747877309369589,11469.27042174096,24.816018640689165,5.844332211327691,-1.3729818767794793e+18,2.0481303974636598,-1.3729818767794793e+18,0.0
-0.05810168327875809,-0.6620488586592524,-0.1215793193857111,-0.2591280217769423,5.246462291192483,-0.03217529690685347,0.4625996249957021,0.6495388490731286,-0.2618523361817795,23487.973231326596,23.940415263334323,3.675375951671127,-1.9792285684246538e+17,3.6484767951418036,-1.9792285684246538e+17,0.0
0.2879720641207692,-0.12929294252888734,0.039974717596740206,-0.029967154193762946,1.5143951294704703,0.3834697997168008,-0.05122527326115689,-0.8289628247050946,-0.9744671620867591,17931.062056349343,12.41480868670297,4.707520291982099,-4.336812555446189e+16,1.3851540503521103,-4.336812555446189e+16,0.0
0.21292677609571145,0.17206672281809957,-0.8468554724288291,-0.2508092309764589,6.791959743594664,-0.18463363393123514,0.21665666661334335,0.02430369411626465,-0.5763151961533781,506.2950303405043,21.321520181455156,6.592015498189276,-8631977337309622.0,0.8684999054369652,-8631977337309621.0,0.0
-0.053990662042831254,-0.05119322542947803,-0.09916490060213667,0.9212132914113722,2.6900532012756253,-0.09647173096490025,-0.22221425021484748,-0.12018891148250299,-0.32193307575520835,500.36536155954076,16.193560235286828,5.8591391684655605,-2245817493454474.8,0.35878579401871413,-2245817493454474.5,0.0
0.3423367284823625,-0.2605128660598355,-0.6239615725071728,0.860994277868578,7.043576202138503,-0.8768601388330182,-0.1318667511293009,-0.7035340772692134,-0.6258385586539394,1289.7027659443693,18.711926029047472,4.448604438670939,-1280706412120745.2,5.3970749956683015,-1280706412120739.8,0.0
