Nested Sampling Global Log-Evidence           :    0.356764140661286910E+04  +/-    0.725538989966612036E+00

Dim No.       Mean        Sigma
   1    0.306542670385081024E+02    0.262778434019609430E+00
   2    0.226106665623698468E+02    0.258377766685531196E+00
   3    0.110212283105051378E+01    0.684119722045012976E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.308578272736922870E+02
   2    0.220926973073338928E+02
   3    0.108670017555102261E+01

MAP Parameters
Dim No.        Parameter
   1    0.305186916929662360E+02
   2    0.226152948748483063E+02
   3    0.111123666671941113E+01
