    0.256367540359497104E+00    0.399036741256713867E+02    0.922139406204223633E+00    0.132393151521682739E+00    0.122998605966567993E+03   -0.184552229824188035E+00    0.315174689421758747E+00    0.241345071792602561E+00    0.177195975780487061E+03    0.372369457413110431E+05    0.309645676612854004E+01    0.350498336553573608E+01   -0.812907375208305472E-01    0.150227646092395806E+00   -0.496051144179298688E+15   -0.391195633965034517E+01    1
    0.439082384109497070E+00    0.254061734676361084E+02    0.280195283889770508E+01    0.525640249252319336E-01    0.563408625125885010E+02   -0.650260802367628593E-01    0.409678978733083676E+00    0.702793121337890625E+00    0.321624755859375000E+01    0.167576181027706980E+04    0.312551712989807129E+01    0.777388441562652588E+01   -0.450014925951203321E-01    0.616021263565054711E-01   -0.297878658263549750E+15   -0.393195633965034208E+01    1
    0.306825065612792991E+00    0.430270636081695557E+02    0.310127639770507812E+01    0.219522118568420410E-01    0.148838750123977661E+03   -0.941489879487402426E-01   -0.329780655402057213E-01    0.493103122711181674E+00    0.501782298088073730E+01    0.488952042265238197E+04    0.110284805297851562E+01    0.363360646367073059E+01    0.132558597582654369E+00    0.568350765687745882E-01   -0.317891612303703750E+14   -0.395195633965034165E+01    1
    0.482857465744018555E+00    0.138200551271438599E+03    0.185369014739990234E+00    0.188602447509765625E+00    0.109917869567871094E+03   -0.301789515029211586E+00    0.274033295517324901E-01    0.455689620971679699E+00    0.753414273262023926E+02    0.670970136126200214E+04    0.264710927009582520E+01    0.523340868949890137E+01    0.295646953342668939E-01    0.269367283002651479E-02   -0.552064276204391016E+13   -0.397195633965034300E+01    1
    0.422060632705688499E+00    0.749778378009796143E+02    0.137813258171081543E+01    0.944422036409378052E-01    0.145197136402130127E+03    0.521405133022911360E+00   -0.758569088208706277E+00    0.242358398437500011E+00    0.105854526758193970E+03    0.144955174526862925E+04    0.800814628601074219E+00    0.721839579939842224E+01    0.101268078871980579E-01   -0.426137718761457861E-02   -0.995789247354748413E+12   -0.399195633965034391E+01    1
    0.848363876342773438E+00    0.852158617973327637E+02    0.948094129562377930E+00    0.371903479099273682E-01    0.651018905639648438E+02   -0.815805658035922976E-01   -0.232059924712656324E+00    0.897271060943603649E+00    0.117071009874343872E+03    0.327596141948063232E+05    0.243894815444946289E+00    0.342891010642051697E+01   -0.117064540979336065E+00    0.231137815114188898E-01   -0.969843525390020386E+12   -0.401195633965034215E+01    1
    0.346328449249267589E+00    0.168948880434036255E+03    0.263690876960754395E+01    0.129269048571586609E+00    0.552408134937286377E+02    0.172177488193961087E+00    0.400488130963303990E+00    0.430005121231079146E+00    0.452881658077239990E+02    0.645088334408330070E+03    0.179945993423461914E+01    0.631870377063751221E+01   -0.215034435290459736E+00    0.199219336745411563E+00   -0.956162949620876343E+12   -0.403195633965034173E+01    1
    0.875681304931640758E+00    0.114731554985046387E+03    0.180383062362670898E+01    0.199322104454040527E+00    0.170946654081344604E+03    0.856118813058950046E-01   -0.465108605637661210E+00    0.829863357543945357E+00    0.123885043859481812E+03    0.179569357110108939E+03    0.135184311866760254E+01    0.663279044628143311E+01    0.370548746654516606E-01    0.128664516635721825E-01   -0.137941553464484009E+12   -0.405195633965034396E+01    1
    0.803800773620605424E+00    0.159885782003402710E+03    0.269664573669433594E+01    0.243779912590980530E+00    0.207194960117340088E+02    0.290845590961120917E-02    0.181844692683287207E+00    0.988331413269043058E+00    0.894468641281127930E+02    0.445438729939955806E+03    0.380977535247802734E+01    0.129683914780616760E+01    0.837715531232933047E-01    0.137323496374505721E+00   -0.122007120801164902E+12   -0.407195633965034443E+01    1
    0.329566860198974632E+00    0.534699761867523193E+02    0.315204143524169922E+01    0.676666200160980225E-01    0.815801060199737549E+02   -0.312124919562300762E+00    0.229169689639380225E+00    0.883752059936523393E+00    0.509823668003082275E+02    0.555301402620972567E+03    0.594442129135131836E+00    0.611283439397811890E+01   -0.442876830062383653E-01    0.859700799671244686E-01   -0.948097110626153870E+11   -0.409195633965034400E+01    1
    0.836898899078369229E+00    0.602091336250305176E+02    0.767328500747680664E+00    0.164971068501472473E+00    0.133665107488632202E+03    0.286954073245362540E+00   -0.421494335601408018E-01    0.504139328002929710E+00    0.881614851951599121E+02    0.371196081981206225E+04    0.536486864089965820E+00    0.215084421634674072E+01    0.884879132508732957E-01   -0.914879783543018528E-02   -0.446267029645847473E+11   -0.411195633965034357E+01    1
