Nested Sampling Global Log-Evidence           :   -0.107986051144179669E+04  +/-    0.836893884271148081E+00

Dim No.       Mean        Sigma
   1    0.363918540800930712E+01    0.307205830065530483E+00
   2    0.600560612385003534E+01    0.991658014870947513E-01
   3    0.107885632611344962E+01    0.105319167782597454E-01
   4    0.122201587250792595E+00    0.349857508478212172E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.364357943112125149E+01
   2    0.610912644655588810E+01
   3    0.108850148278191838E+01
   4    0.124169072525517787E+00

MAP Parameters
Dim No.        Parameter
   1    0.374337595307032611E+01
   2    0.580150507255444303E+01
   3    0.105769205850350900E+01
   4    0.118735243551198799E+00
