    0.189306735992431641E+00    0.652281820774078369E+00    0.559571146965026855E+00    0.416313409805297852E-01    0.612690687179565430E+00    0.397455573081970215E+00    0.469108223915100098E-01    0.663302004337310791E+00    0.220527827739715576E+00    0.351161003112792969E+00    0.971855640411376953E+00    0.751072168350219727E-01    0.946137607097625732E+00    0.930245816707611084E+00    0.684469938278198242E+00    0.917879343032836914E-01    0.602677106857299805E+00    0.211029350757598877E+00    0.729772984981536865E+00    0.788598775863647461E+00    0.536822497844696045E+00   -0.999999998999999514E+91   -0.431745848408226340E+01    1
    0.155933797359466553E+00    0.162895441055297852E+00    0.869402289390563965E+00    0.555063009262084961E+00    0.519609034061431885E+00    0.816261172294616699E-01    0.325817048549652100E+00    0.132339000701904297E-01    0.250849366188049316E+00    0.629078269004821777E+00    0.395580470561981201E+00    0.978423297405242920E+00    0.274071812629699707E+00    0.862362980842590332E+00    0.607843339443206787E+00    0.678488314151763916E+00    0.632365345954895020E-01    0.244079589843750000E+00    0.809478402137756348E+00    0.378780305385589600E+00    0.249133229255676270E+00   -0.999999998999999514E+91   -0.433079181741559527E+01    1
    0.865226507186889648E+00    0.358472287654876709E+00    0.272111475467681885E+00    0.823387622833251953E+00    0.862766563892364502E+00    0.389298796653747559E+00    0.632313191890716553E+00    0.569278597831726074E-01    0.301607191562652588E+00    0.738018274307250977E+00    0.942573547363281250E+00    0.883898913860321045E+00    0.304338514804840088E+00    0.215228438377380371E+00    0.388513565063476562E+00    0.987561941146850586E-01    0.626335203647613525E+00    0.590564429759979248E+00    0.301217138767242432E+00    0.456426918506622314E+00    0.658882737159729004E+00   -0.999999998999999514E+91   -0.434412515074892802E+01    1
    0.534951508045196533E+00    0.675143659114837646E+00    0.549286484718322754E+00    0.561452925205230713E+00    0.992501735687255859E+00    0.898378789424896240E+00    0.177334129810333252E+00    0.590013921260833740E+00    0.834908783435821533E+00    0.804718852043151855E+00    0.741218328475952148E+00    0.784766376018524170E+00    0.673086881637573242E+00    0.938089430332183838E+00    0.337205290794372559E+00    0.403161525726318359E+00    0.301849782466888428E+00    0.411042511463165283E+00    0.822417378425598145E+00    0.273465991020202637E+00    0.534928202629089355E+00   -0.999999998999999514E+91   -0.435745848408225900E+01    1
    0.557913839817047119E+00    0.378163456916809082E+00    0.260189414024353027E+00    0.292047858238220215E-01    0.139135301113128662E+00    0.974958956241607666E+00    0.617030262947082520E+00    0.836487174034118652E+00    0.267455399036407471E+00    0.955590903759002686E+00    0.984372258186340332E+00    0.812465190887451172E+00    0.508523523807525635E+00    0.211297929286956787E+00    0.256363272666931152E+00    0.607719421386718750E+00    0.114963889122009277E+00    0.236379444599151611E+00    0.198422074317932129E+00    0.891430974006652832E+00    0.719160199165344238E+00   -0.999999998999999514E+91   -0.437079181741559353E+01    1
    0.762809395790100098E+00    0.413176000118255615E+00    0.446556031703948975E+00    0.117720007896423340E+00    0.179980933666229248E+00    0.221206545829772949E+00    0.365707516670227051E+00    0.330570518970489502E+00    0.188500046730041504E+00    0.841710865497589111E+00    0.365638792514801025E+00    0.619235813617706299E+00    0.800706803798675537E+00    0.558019280433654785E-01    0.636970520019531250E+00    0.306950807571411133E-01    0.626585483551025391E-01    0.647614002227783203E+00    0.237930417060852051E-01    0.504760146141052246E+00    0.217442035675048828E+00   -0.999999998999999514E+91   -0.438412515074892628E+01    1
    0.223155081272125244E+00    0.288360714912414551E-01    0.423478245735168457E+00    0.766496181488037109E+00    0.815603196620941162E+00    0.815062284469604492E+00    0.665419578552246094E+00    0.685053169727325439E+00    0.404619097709655762E+00    0.796526074409484863E-01    0.408275783061981201E+00    0.606081545352935791E+00    0.889018714427947998E+00    0.310978293418884277E+00    0.227077484130859375E+00    0.925785601139068604E+00    0.871034085750579834E+00    0.325420498847961426E+00    0.163684844970703125E+00    0.898069500923156738E+00    0.920987725257873535E+00   -0.999999998999999514E+91   -0.439745848408225992E+01    1
    0.968689501285552979E+00    0.337405741214752197E+00    0.744597434997558594E+00    0.960684716701507568E+00    0.582262635231018066E+00    0.368216872215270996E+00    0.604010701179504395E+00    0.738522946834564209E+00    0.137379586696624756E+00    0.181663036346435547E+00    0.867581725120544434E+00    0.766342878341674805E+00    0.419318735599517822E+00    0.945939958095550537E+00    0.147722840309143066E+00    0.135081171989440918E+00    0.554373502731323242E+00    0.442196667194366455E+00    0.953949332237243652E+00    0.669504165649414062E+00    0.818851292133331299E+00   -0.999999998999999514E+91   -0.441079181741559356E+01    1
    0.844945728778839111E+00    0.942365884780883789E+00    0.137292683124542236E+00    0.354136824607849121E+00    0.276730835437774658E+00    0.818676352500915527E-01    0.238508284091949463E+00    0.815449476242065430E+00    0.715984225273132324E+00    0.443145692348480225E+00    0.576369166374206543E+00    0.460732638835906982E+00    0.130726337432861328E+00    0.241228818893432617E+00    0.110520005226135254E+00    0.232691764831542969E+00    0.836362659931182861E+00    0.616571843624114990E+00    0.672835111618041992E+00    0.636627078056335449E+00    0.913460612297058105E+00   -0.999999998999999514E+91   -0.442412515074892276E+01    1
    0.756378471851348877E+00    0.214828372001647949E+00    0.801081836223602295E+00    0.432431995868682861E+00    0.581023693084716797E-01    0.153269767761230469E-01    0.529267430305480957E+00    0.917564153671264648E+00    0.993218898773193359E+00    0.591146945953369141E-01    0.761835753917694092E+00    0.761730611324310303E+00    0.195984840393066406E-01    0.422060787677764893E+00    0.333733677864074707E+00    0.606502830982208252E+00    0.811305880546569824E+00    0.524663448333740234E+00    0.865481317043304443E+00    0.889274537563323975E+00    0.409835696220397949E+00   -0.999999998999999514E+91   -0.443745848408225729E+01    1
    0.996837019920349121E+00    0.973057448863983154E+00    0.688549876213073730E-01    0.108691573143005371E+00    0.635893166065216064E+00    0.477930366992950439E+00    0.393160283565521240E+00    0.639447391033172607E+00    0.347434580326080322E+00    0.332360208034515381E+00    0.200980186462402344E+00    0.861347198486328125E+00    0.187344133853912354E+00    0.190840363502502441E+00    0.866501152515411377E+00    0.860262513160705566E-01    0.259607076644897461E+00    0.807722568511962891E+00    0.749474465847015381E+00    0.667768120765686035E+00    0.679804086685180664E-01   -0.999999998999999514E+91   -0.445079181741559005E+01    1
    0.177883446216583252E+00    0.606429338455200195E+00    0.391390562057495117E+00    0.787561714649200439E+00    0.124269664287567139E+00    0.907894372940063477E-01    0.190352737903594971E+00    0.140490889549255371E+00    0.828615069389343262E+00    0.398416697978973389E+00    0.669121265411376953E+00    0.339177668094635010E+00    0.231328010559082031E+00    0.759042263031005859E+00    0.488194227218627930E+00    0.311782419681549072E+00    0.456901192665100098E+00    0.692675173282623291E+00    0.196325778961181641E-01    0.465372562408447266E+00    0.348130702972412109E+00   -0.999999998999999514E+91   -0.446412515074892280E+01    1
    0.218295156955718994E+00    0.850191533565521240E+00    0.331976652145385742E+00    0.360973775386810303E+00    0.466686666011810303E+00    0.773880183696746826E+00    0.212371051311492920E+00    0.482381820678710938E+00    0.809791743755340576E+00    0.212096273899078369E+00    0.261788368225097656E+00    0.333643555641174316E-01    0.529041349887847900E+00    0.582823336124420166E+00    0.351515173912048340E+00    0.606504261493682861E+00    0.942873358726501465E+00    0.355180680751800537E+00    0.516987442970275879E+00    0.179723024368286133E+00    0.524773299694061279E+00   -0.999999998999999514E+91   -0.447745848408226088E+01    1
