Nested Sampling Global Log-Evidence           :    0.356811029641411096E+04  +/-    0.746222314019123312E+00

Dim No.       Mean        Sigma
   1    0.303638848273633037E+02    0.226068375586324588E+00
   2    0.220833153068704391E+02    0.570725331155869930E-01
   3    0.955110322603913819E+00    0.151387042842488504E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.309036997547786996E+02
   2    0.220044509250682268E+02
   3    0.958421043464429578E+00

MAP Parameters
Dim No.        Parameter
   1    0.300581515444115155E+02
   2    0.221767342341950844E+02
   3    0.952630795838807609E+00
