Nested Sampling Global Log-Evidence           :    0.323943100686215257E+04  +/-    0.147364772012382184E+01

Dim No.       Mean        Sigma
   1    0.272186801782719687E-02    0.261679148417462957E-03
   2    0.597742464928175342E-03    0.210356963651209993E-03
   3    0.907066775758905708E+00    0.243421853063582015E-02
   4    0.542765225722303626E+02    0.433415893487006709E+00
   5    0.936026817011918366E+00    0.148668818584077340E-01
   6    0.828628151944843516E+00    0.745025552522536171E-02
   7    0.423388363805723245E+01    0.293173614509488478E-01
   8    0.678973228097969006E+00    0.101469791700209877E-02
   9    0.441064702531885189E+02    0.949638428616773195E-01
  10    0.159990671861732836E+01    0.259654031504695287E-03
  11    0.495470701005438080E-01    0.331188165759439595E-03
  12    0.898642398194461407E+02    0.197459729075691592E+00
  13    0.106554675361316881E+00    0.249294559837988849E-03
  14    0.105545893582646877E+00    0.222794535240171556E-03
  15    0.788009597043394683E+00    0.158345019908921855E-02
  16    0.563095623106299570E+02    0.251098765867084572E+00
  17    0.501216555205327485E+00    0.212641643142612649E-02
  18    0.741859908310602223E+00    0.276038222993883666E-02
  19    0.197803392984868975E+01    0.249002721263665754E-02
  20   -0.810033497324435039E-03    0.287672487112215411E-03
  21   -0.334524023498787267E-02    0.441802005898266667E-03

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.243914077424968456E-02
   2    0.552588558299163535E-03
   3    0.909907167379115145E+00
   4    0.543763166494177881E+02
   5    0.959297217269883484E+00
   6    0.816400850413113277E+00
   7    0.419525222186164637E+01
   8    0.679218381857655040E+00
   9    0.439465692369703049E+02
  10    0.159990811074813433E+01
  11    0.487784856780476631E-01
  12    0.899203630970397825E+02
  13    0.106868973710478932E+00
  14    0.105403243048325018E+00
  15    0.786020835067727242E+00
  16    0.564934124650624270E+02
  17    0.499007438220966382E+00
  18    0.745657103152372436E+00
  19    0.198010330927902856E+01
  20   -0.581641102869659768E-03
  21   -0.359425240242606386E-02

MAP Parameters
Dim No.        Parameter
   1    0.304743768143328486E-02
   2    0.733825509010174737E-03
   3    0.906844307838733821E+00
   4    0.534673532015039328E+02
   5    0.933161401004587554E+00
   6    0.830766969121916388E+00
   7    0.422548125806998787E+01
   8    0.677310225308604852E+00
   9    0.441367339096438300E+02
  10    0.160025986057136982E+01
  11    0.498169846275176090E-01
  12    0.895375958926818214E+02
  13    0.106514128014064638E+00
  14    0.106021180646077837E+00
  15    0.786431219716441809E+00
  16    0.563400564981250014E+02
  17    0.500528615868140125E+00
  18    0.742822978815339319E+00
  19    0.197817820875791361E+01
  20   -0.703862885898886778E-03
  21   -0.246520641465531633E-02
