    0.128983800106702268E+00    0.100531506328412693E+00    0.893439290122911234E+00    0.561547311593558973E+00    0.954334756092484526E+00    0.429869609484359816E+00    0.991947561359742935E+00    0.912302513823733396E+00    0.574274346334826880E+00    0.994755960890881918E+00    0.310241183420615187E-02    0.834336204349845678E+00    0.175444717694797692E+00    0.123493991040529258E+00    0.982532571480729811E+00    0.601734672982580099E+00    0.992787886184523849E+00    0.998928732783482709E+00    0.802095287674380653E+00    0.632938711067765558E+00    0.532411096302852882E+00   -0.137765513237118459E+06
    0.128119418777049687E+00    0.988311847830553036E-01    0.902053675783633380E+00    0.348716191838208900E+00    0.968314976896695545E+00    0.414895932746078444E+00    0.932921572856219461E+00    0.911573105832049091E+00    0.112380351623282086E-01    0.996588886772594940E+00    0.370351772966016814E-02    0.880348556232262158E+00    0.177031272151919106E+00    0.127843681949690091E+00    0.988512399615219195E+00    0.149736922003872064E+00    0.997597627469603565E+00    0.996015799390676415E+00    0.801320021038305685E+00    0.628539274940730253E+00    0.531204902702601345E+00   -0.137760560742146045E+06
    0.130914711997649702E+00    0.993410370802514237E-01    0.897028846348850273E+00    0.438557539558186438E+00    0.963673838038664687E+00    0.421006748025235189E+00    0.950980953282921981E+00    0.914537963617741978E+00    0.278101038237411613E+00    0.996503190660133709E+00    0.390297469704982197E-02    0.855824211433028448E+00    0.172073452453336301E+00    0.127608669040720268E+00    0.989047843237325974E+00    0.275274073404285891E+00    0.996290079815518981E+00    0.996194291198357229E+00    0.801630907173930596E+00    0.622218175304354748E+00    0.534775508157525836E+00   -0.137758670246171969E+06
    0.128456768815078948E+00    0.989369535674942402E-01    0.902172813085750702E+00    0.396489789312140850E+00    0.967261092545106727E+00    0.415714240125703016E+00    0.935776501475174549E+00    0.910376350402714141E+00    0.481918025535608020E-02    0.996520024799359527E+00    0.376209080180532011E-02    0.877918886813259136E+00    0.176510968192781142E+00    0.127507403563999477E+00    0.987496272430481214E+00    0.181423306431756248E+00    0.998153500704072716E+00    0.996089627518353504E+00    0.800977024335713605E+00    0.629310789693078632E+00    0.530339366337869489E+00   -0.137758622974718310E+06
    0.128597611541667434E+00    0.978114710916308805E-01    0.898055929107014150E+00    0.551259196486409198E+00    0.965665819205929865E+00    0.422170463054729883E+00    0.960746986768948208E+00    0.913006040932249130E+00    0.322017261723076542E+00    0.995588540006552392E+00    0.422507788963339889E-02    0.927733500333967842E+00    0.172751694384465054E+00    0.127183900771913105E+00    0.987566224755599409E+00    0.437574145617981747E+00    0.996717570806519015E+00    0.996564544722737922E+00    0.800838885278080448E+00    0.626215076377695801E+00    0.532469900344597402E+00   -0.137758391721447610E+06
    0.124733676882335137E+00    0.973624337756715391E-01    0.902044718658018607E+00    0.565537733741498849E+00    0.968415256694458493E+00    0.417977392266525638E+00    0.944203576552147150E+00    0.911365607532795274E+00    0.193165910752209652E+00    0.995500313442355123E+00    0.475385561276824367E-02    0.970623238021015466E+00    0.174524638705274820E+00    0.128027840185031494E+00    0.989954173645311797E+00    0.455941831460654312E+00    0.998195969890942170E+00    0.996235920881237802E+00    0.800242947982925612E+00    0.627112696224361499E+00    0.531871908785599645E+00   -0.137758355360410409E+06
    0.129637889314660359E+00    0.995533229748650356E-01    0.889533493193718328E+00    0.514851384982194626E+00    0.959147932754280452E+00    0.427412150041438510E+00    0.980179936076458147E+00    0.913915817402828234E+00    0.537471752461683994E+00    0.995382473553251268E+00    0.366592452910524886E-02    0.862401127021546920E+00    0.173257074607126416E+00    0.125717935165809064E+00    0.985922039009539009E+00    0.476020962246020529E+00    0.993932258314000339E+00    0.997691973529480025E+00    0.802115234205519556E+00    0.626821853414520125E+00    0.535356374197679230E+00   -0.137757299210540164E+06
    0.130505279356326387E+00    0.996860698273765167E-01    0.904975136254475787E+00    0.386493244191699281E+00    0.963814695363889862E+00    0.419556257675492206E+00    0.946219435066474324E+00    0.918967264015675633E+00    0.281454698711092466E+00    0.996759507445214687E+00    0.399227154119421133E-02    0.866401953985360240E+00    0.173046842844295640E+00    0.127112737035531470E+00    0.990579716218193629E+00    0.256874006297658164E+00    0.995476344814882008E+00    0.996234145527157500E+00    0.801986978068120582E+00    0.622623791579655417E+00    0.533702992047931368E+00   -0.137756967234615149E+06
    0.130442454340619879E+00    0.100086556113193823E+00    0.899944690034965578E+00    0.405745382680540612E+00    0.961607671550482435E+00    0.421791750207536786E+00    0.956390418845713630E+00    0.916313158609912359E+00    0.349470049508043334E+00    0.996268063204101106E+00    0.367405642525618159E-02    0.853037001393517125E+00    0.173087889226010344E+00    0.126698135703985248E+00    0.988369225358065817E+00    0.314696839181185073E+00    0.994968528193385882E+00    0.996848414294172036E+00    0.801995928183385387E+00    0.623591857059157650E+00    0.534857406180584527E+00   -0.137756143318980670E+06
    0.131701738946142954E+00    0.986795619014261688E-01    0.893975575564964098E+00    0.419731010319073339E+00    0.961995501980178802E+00    0.427290650289361085E+00    0.985659032199326601E+00    0.920046187604399823E+00    0.651766840379463974E+00    0.995260328846161668E+00    0.360516268883081647E-02    0.903400701218180391E+00    0.172834280656287254E+00    0.125767620816652159E+00    0.987593794167314631E+00    0.445964763881090742E+00    0.992303014869428623E+00    0.997689487150952403E+00    0.802621274655778594E+00    0.625753115251552305E+00    0.534693145465450770E+00   -0.137753846308776236E+06
