    0.536051157710059741E-04    0.282290613704684005E-03    0.998547782564986108E+00    0.694589391545128274E+04
   -0.177647259194630699E-03   -0.115489966317502488E-03    0.100389243499262326E+01    0.694602997011337993E+04
   -0.157084512324024746E-03   -0.973754571093658300E-04    0.995735880673576101E+00    0.694627770469454754E+04
    0.225850648760130701E-03   -0.595559831884678637E-04    0.100310517159515777E+01    0.694634122793850111E+04
    0.278695336955287485E-03   -0.557627500685457794E-05    0.999765573710786226E+00    0.694652187149042311E+04
   -0.408725677842059610E-04    0.247128469280131569E-03    0.997635954026791172E+00    0.694657338298157993E+04
   -0.202139779642397622E-03   -0.318356466886500746E-04    0.100344434325881848E+01    0.694677891822269612E+04
    0.916979684980884625E-04   -0.235960750417552571E-03    0.998224740756624818E+00    0.694688531194464849E+04
    0.204361083850701275E-03   -0.150712349383758771E-03    0.100135670339660288E+01    0.694703047142482501E+04
    0.114569914904297932E-03    0.235030320009018908E-03    0.100058501901560182E+01    0.694704688769627319E+04
   -0.102494186769486688E-03   -0.777869124514605700E-04    0.995617334978042390E+00    0.694720392723706391E+04
   -0.167899911773216226E-03   -0.184815474771602768E-03    0.100119029631073997E+01    0.694723888740100483E+04
   -0.868904228927381243E-04   -0.152920710289685378E-03    0.996353566654346934E+00    0.694728977892969306E+04
    0.158806170876338033E-03    0.147893100411504078E-03    0.997719318744247241E+00    0.694761581781010591E+04
    0.164782738688930427E-03    0.111778083203737140E-03    0.100271936684506846E+01    0.694767218424058592E+04
   -0.856151987890336954E-04    0.440527210078119443E-04    0.995703895394103533E+00    0.694778281137240901E+04
   -0.190447773585247700E-03    0.532758046571325922E-04    0.997482144209792976E+00    0.694793106970391545E+04
   -0.532729318810983230E-04   -0.133208467140065080E-04    0.100444556830419462E+01    0.694794822924695291E+04
   -0.166271321263058224E-04   -0.189665365095914460E-03    0.997324779310231668E+00    0.694797564930585486E+04
   -0.867690064023070925E-04   -0.210027952876444551E-03    0.100098594681485054E+01    0.694799891735733127E+04
   -0.472656638295129085E-05    0.109677838635762994E-03    0.995993667261423909E+00    0.694801045850380706E+04
   -0.160609802790326680E-03   -0.138228522201086170E-03    0.998118858867173109E+00    0.694802681869516709E+04
   -0.786637865254163183E-04    0.552397039091524807E-04    0.995902249536444573E+00    0.694806217673013725E+04
