    0.375484194996640597E+00    0.966947626235662057E+02    0.370024784803310765E-03    0.560962604517816349E-01    0.370400895839504596E+01    0.130904057551261610E+00    0.139619352208608244E+00    0.813213967590082243E+00    0.712940888137616042E+02    0.539636901066737895E+00    0.257469744840947357E+01   -0.161016314199410233E+06
    0.687587330718268497E+00    0.929440296674912219E+02    0.530560865741024689E-05    0.683521828310733187E-01    0.700544426108203577E+01    0.143128334386963846E+00    0.145250981060183942E+00    0.806609206592469041E+00    0.734546699497735176E+02    0.539407317866651637E+00    0.257766730547765510E+01   -0.161015299016948033E+06
    0.770157332764351832E+00    0.270041225066677413E+02    0.886633565259139700E-05    0.144425500333568801E+01    0.584820389461185464E+01    0.139592812302647751E+00    0.136263718623948482E+00    0.808218319718539968E+00    0.719635334381509892E+02    0.535486783352990714E+00    0.258053985266113139E+01   -0.161014422687704326E+06
    0.904457077222300176E+00    0.331802406446090714E+02    0.117663082658407909E-05    0.814564651536184181E+00    0.216132287363285958E+01    0.150894431309557348E+00    0.150429212476921842E+00    0.807778698414908680E+00    0.727329578976497970E+02    0.539137949055654819E+00    0.257390329204000601E+01   -0.161013510591140366E+06
    0.227766336621333665E+00    0.155512870851116162E+03    0.974038499716393693E-05    0.200497596112384802E+01    0.608465208093399834E+01    0.140349103851067858E+00    0.141817520340777548E+00    0.809985630478777585E+00    0.720092116471083585E+02    0.538720929368409873E+00    0.258124628310404836E+01   -0.161013474490285822E+06
    0.225477574797965430E+00    0.620958533256497631E+02    0.192460736140092470E-03    0.718406539658630328E+00    0.270146857239098104E+01    0.135073656356056448E+00    0.142295818018128906E+00    0.812505730488670697E+00    0.720360809914754867E+02    0.540647516210090773E+00    0.256792340047621037E+01   -0.161013408030518302E+06
    0.449126110680656332E+00    0.103826069943394998E+03    0.175420431376536981E-05    0.316429133298919751E+01    0.433180482634662667E+01    0.134140566096366737E+00    0.143712892588521296E+00    0.808978648608599471E+00    0.717868861007311665E+02    0.540680947282921043E+00    0.256001285577791737E+01   -0.161013138947102067E+06
    0.243664979592466024E+00    0.388489189035330327E+02    0.461786000575194447E-04    0.259815523430738660E+01    0.443395883155440540E+01    0.141148588301264422E+00    0.147114639635572558E+00    0.811408062360440274E+00    0.716848817462982737E+02    0.538191420671351173E+00    0.257839274007940045E+01   -0.161012550113363948E+06
    0.712168420262995872E+00    0.336249598946366532E+02    0.270163519295051609E-05    0.100210881090160631E+01    0.280962991241612414E+01    0.140814792960043539E+00    0.142667886606710148E+00    0.802401808900514268E+00    0.726811940670647232E+02    0.538642188953708301E+00    0.257130520890564052E+01   -0.161012240735999396E+06
    0.992557107854271203E+00    0.285044507247876489E+02    0.283210784343542208E-05    0.296290594942451424E+01    0.392694052496928947E+01    0.149470034014648367E+00    0.150899090855891010E+00    0.808703025024695377E+00    0.721981200799554443E+02    0.538312796455125975E+00    0.257695523409289962E+01   -0.161012154106168164E+06
    0.694612575709533386E+00    0.379302099587886445E+02    0.117247899585172417E-05    0.216580458192743341E+01    0.175283763399368220E+01    0.149348683633855006E+00    0.145151118518148742E+00    0.807178100469018167E+00    0.714063194250253730E+02    0.538672081794191127E+00    0.257091875762023125E+01   -0.161011957687093440E+06
    0.293659037870121487E+00    0.688931098650516134E+02    0.349437289395139438E-05    0.571626167666868523E-01    0.471365505973004506E+01    0.145759443495617425E+00    0.145313309484557507E+00    0.813258641133180804E+00    0.713871609407277106E+02    0.539212217192843735E+00    0.257490880366518393E+01   -0.161011872260781325E+06
    0.608269012952294741E+00    0.103864844830462090E+03    0.531534391698658270E-05    0.107030938225458977E+00    0.603259583258761012E+01    0.141243430459970731E+00    0.147660855479953751E+00    0.811689443465203997E+00    0.711697880913615109E+02    0.537264373323236621E+00    0.257623486158873538E+01   -0.161011557345817419E+06
    0.600928589062328489E+00    0.524026449048098186E+02    0.149545234829178766E-05    0.163086636535490714E+01    0.305308564971147778E+01    0.140564965645932016E+00    0.143828783192403581E+00    0.811919553937989535E+00    0.720175408341730474E+02    0.540242247740553960E+00    0.256033263441176961E+01   -0.161011481803768460E+06
    0.275893593951793914E+00    0.388359675483046516E+02    0.599165336586425723E-05    0.169808920528258711E+01    0.120113436222531100E+01    0.139956868722288214E+00    0.147577851204109295E+00    0.806178502878091008E+00    0.721924284708565693E+02    0.541466307663480362E+00    0.256473078489905726E+01   -0.161011430585207505E+06
    0.547057082849727427E+00    0.105330370592619360E+03    0.128851387483816024E-05    0.132170274499625706E+01    0.628839749658718539E+01    0.132152439341165218E+00    0.136628775249655582E+00    0.808110800557207520E+00    0.717228995982391950E+02    0.538689400803561536E+00    0.257117176742009423E+01   -0.161011419924401649E+06
    0.408420611287145408E+00    0.732159490530646622E+02    0.327629600302183156E-04    0.108500720912406479E+01    0.239750568175266743E+01    0.140643859549135775E+00    0.146796539907740803E+00    0.812223214133243943E+00    0.717492902826718080E+02    0.541152714790553269E+00    0.256395593398341415E+01   -0.161011385576527711E+06
    0.712925874416705296E+00    0.790236885120141466E+02    0.172277050479559368E-05    0.952911508751172337E-01    0.588072926357580705E+01    0.140825323097559546E+00    0.146936421637408332E+00    0.804371087575975308E+00    0.713522831746633273E+02    0.538552970669612940E+00    0.257271932688265537E+01   -0.161011376330165163E+06
    0.231463195521894927E+00    0.676460870403388697E+02    0.161493150559819481E-05    0.271615237486693850E+01    0.561491741611568163E+01    0.140428236484664126E+00    0.143757022863384182E+00    0.812645565318223406E+00    0.721407370813139295E+02    0.540090195885366331E+00    0.257478372923071630E+01   -0.161011348818508937E+06
    0.878609826165999142E+00    0.174770363980555743E+03    0.470790799906242311E-05    0.481771178756613072E+00    0.697815440919272412E+01    0.141650529357822241E+00    0.143084064336265832E+00    0.805738334756827879E+00    0.716601824561123948E+02    0.536941108474371820E+00    0.258562218989209081E+01   -0.161011329651746782E+06
    0.713296678510092486E+00    0.972028115210546559E+02    0.128775461894855143E-05    0.163603835208291493E+01    0.155252026398828580E+01    0.145692031399744043E+00    0.143746982028034986E+00    0.812117110586480839E+00    0.716294331997949314E+02    0.540827714177510077E+00    0.256979953142044870E+01   -0.161011325333493500E+06
    0.763392578522390952E+00    0.126905843575502402E+03    0.867460610501026047E-05    0.287841752461853106E+01    0.456132274127804926E+01    0.141776221585704271E+00    0.143738307135572146E+00    0.804862632438870795E+00    0.715856665919545634E+02    0.537482812693201528E+00    0.257871076864910176E+01   -0.161011287022257078E+06
    0.373824953530224435E+00    0.654464301989392538E+02    0.470333363636594887E-04    0.237939535607528141E+01    0.120963550167021294E+01    0.144009878891871473E+00    0.149056156330737738E+00    0.809848830189114244E+00    0.712820381945708164E+02    0.539097657596307678E+00    0.257143762622370442E+01   -0.161011282570008712E+06
    0.446554245757999235E+00    0.475568312511254803E+02    0.176764668785182702E-05    0.203102600739116879E+01    0.720289099248021536E+01    0.141355362108387533E+00    0.143812030591792511E+00    0.809593948354409454E+00    0.730477481075599968E+02    0.537856357353288628E+00    0.258143356181162398E+01   -0.161011190191124188E+06
    0.232523036770685310E+00    0.481551647876840239E+01    0.958115313322842698E-05    0.147391317494182306E+01    0.270383912821115491E+01    0.141925061388086332E+00    0.146157831113595704E+00    0.814751804934820578E+00    0.718483706807938631E+02    0.539673397208480177E+00    0.256602197728703896E+01   -0.161011180158399482E+06
    0.446554810499031118E+00    0.606749119450953032E+02    0.113975904245932749E-05    0.203447633766018221E+01    0.680761379242734854E+01    0.140790128151232929E+00    0.147247038102080785E+00    0.811441713689398325E+00    0.711594049405759534E+02    0.538629849041144082E+00    0.257614205176200173E+01   -0.161011145760367188E+06
    0.668465705948948274E+00    0.258743400767894300E+02    0.117356446102287173E-04    0.100769998945895534E+01    0.436472062774967107E+01    0.142526579976919837E+00    0.150366820693761311E+00    0.807510350862867154E+00    0.719979510021398426E+02    0.539505661177701490E+00    0.257390037117579951E+01   -0.161011050632227765E+06
    0.526925297600500220E+00    0.497262408125350959E+02    0.810513723500745578E-05    0.776545686587057138E+00    0.310589799518829057E+01    0.149942152883493551E+00    0.148196180696865382E+00    0.810780460431507866E+00    0.721598989498551759E+02    0.538264408525637061E+00    0.257449065082488859E+01   -0.161011049930927431E+06
