Nested Sampling Global Log-Evidence           :   -0.161036470386392262E+06  +/-    0.832982113617328657E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.161036470386392262E+06 +/-    0.832982113617328657E+00
Local Log-Evidence   -0.161036470386392262E+06 +/-    0.832982113617328657E+00

Dim No.       Mean        Sigma
   1    0.593212148867747646E+00    0.222483377565565132E+00
   2    0.842735841266228078E+02    0.477921849756569230E+02
   3    0.615322570641960878E-05    0.977365411028448268E-05
   4    0.176026183162191718E+01    0.105228164430078319E+01
   5    0.393535423134385409E+01    0.199448433883898990E+01
   6    0.140898751674308903E+00    0.286746140743266527E-02
   7    0.142799800307068236E+00    0.236420079300209054E-02
   8    0.809034627489220948E+00    0.217216841369073915E-02
   9    0.720719646869864619E+02    0.349305715098117142E+00
  10    0.538786662541971384E+00    0.110220316003277669E-02
  11    0.257309936950075846E+01    0.449984206582594668E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.628776400943165115E+00
   2    0.555396847053190399E+02
   3    0.448740109582279580E-05
   4    0.100129339647625770E+00
   5    0.550057680497872514E+01
   6    0.142801768273628310E+00
   7    0.142571475262336989E+00
   8    0.808747261022617847E+00
   9    0.721151751977470212E+02
  10    0.539183472745003556E+00
  11    0.257232324397053569E+01

MAP Parameters
Dim No.        Parameter
   1    0.804303512108126339E+00
   2    0.173359412402112611E+03
   3    0.315483072997639757E-05
   4    0.110503062243722927E+01
   5    0.245518521976899695E+01
   6    0.138472763263762899E+00
   7    0.144700494896003312E+00
   8    0.812097351382723653E+00
   9    0.718900113553091131E+02
  10    0.538102994092845788E+00
  11    0.257801162111596760E+01
