    0.170594797389625938E+02    0.168250780370764375E+02    0.128258645542009564E+01    0.159349945153988894E+02    0.174211830296180747E+01    0.176469226494864961E+01    0.230013473796336632E-02    0.106918464975140205E+04
    0.148954889764305385E+02    0.171002391025191365E+02    0.130032100677252505E+01    0.137001249775456397E+02    0.104552429372729794E+00    0.154085533825445919E+01    0.321144334102480000E-02    0.107238143391089534E+04
    0.193984367784845197E+02    0.164718638734409097E+02    0.127575409001137929E+01    0.812938709320798836E+01    0.271540060717153064E+01    0.169779404547649526E+01    0.941998314496372835E-03    0.107238623050549950E+04
    0.166558945328322139E+02    0.160497985972485466E+02    0.127533817541107286E+01    0.119480931631252645E+02    0.602927042367221722E+00    0.148589896534906973E+01    0.274907581689576297E-03    0.107344871524559767E+04
    0.189069071218206126E+02    0.170401247252154455E+02    0.128716681128978494E+01    0.113418934999124765E+02    0.232233364095864081E+01    0.173037653819325121E+01    0.234432747506790884E-02    0.107420630214153834E+04
    0.161485237129801362E+02    0.166391811271480776E+02    0.128534441927622556E+01    0.121625781663043693E+02    0.346294035475789697E+01    0.220096162432770104E+01    0.165099753642700131E-02    0.107504668303854214E+04
    0.201706928069738396E+02    0.168009722468843847E+02    0.128569348009051421E+01    0.244581871218556373E+02    0.268161213444418634E+01    0.184329106683936561E+01    0.222338646737701984E-02    0.107560981545219784E+04
    0.162310008355653324E+02    0.177751890085872830E+02    0.129954540245574202E+01    0.223275364488729586E+02    0.383310864046215238E+01    0.236777336896322588E+01    0.367064102642800094E-02    0.107574687922518933E+04
    0.156579855864294579E+02    0.170628574868284915E+02    0.130121324069218947E+01    0.214111027950570616E+02    0.266645492015008934E+01    0.184634634680326570E+01    0.276770582357616091E-02    0.107601882549560787E+04
    0.196409768498312509E+02    0.171929344214085482E+02    0.128426735522195923E+01    0.163146128303191382E+02    0.208621856979779441E+01    0.163125392271382097E+01    0.196827880793393195E-02    0.107604796551041500E+04
    0.169025141706632631E+02    0.168632200319100960E+02    0.128886406759657079E+01    0.235292134344063122E+02    0.150122051561016834E+01    0.190944617546724116E+01    0.214545062518806118E-02    0.107609823058742290E+04
    0.191472939005089984E+02    0.168431780855228368E+02    0.128508282773375893E+01    0.168460397282748886E+02    0.186000071806618772E+01    0.179057458251278812E+01    0.203358077198412257E-02    0.107632382732882638E+04
    0.153147434951818191E+02    0.171741803221891587E+02    0.128528250503807717E+01    0.160625892742090421E+02    0.511189417608895802E+01    0.255425552374153542E+01    0.179676090690483736E-02    0.107644740328163016E+04
    0.171980355790171586E+02    0.168854753529073811E+02    0.128227948766957933E+01    0.131723032919958047E+02    0.398011930533765179E+01    0.244052324359133399E+01    0.174256156083912872E-02    0.107649335957112862E+04
    0.160529508878498177E+02    0.161955940145097621E+02    0.128785504204985779E+01    0.128902397481676516E+02    0.232878393302917264E+01    0.195784899066763662E+01    0.733278768820067040E-03    0.107663308918300345E+04
    0.161293530723115666E+02    0.163712291012826370E+02    0.129400622639120488E+01    0.166954004498706503E+02    0.299806045954013811E+01    0.208457094273593002E+01    0.139862997826950552E-02    0.107664910835238766E+04
    0.177094930170402094E+02    0.167029854105500206E+02    0.127289762274435159E+01    0.179203413809607177E+02    0.196531504461010886E+01    0.169603067557340004E+01    0.393318060867564601E-03    0.107671324293402154E+04
    0.176337268496013841E+02    0.168455080235072110E+02    0.127502833736818433E+01    0.229776236966243275E+02    0.137567708637913344E+01    0.153598883735052061E+01    0.576957682297152274E-03    0.107676738318603952E+04
    0.152192151946906034E+02    0.165877288907535103E+02    0.129111050117657689E+01    0.168196855743658134E+02    0.240556071978839148E+01    0.218942051949804917E+01    0.153600667533976276E-02    0.107687785686722327E+04
    0.170802437670169809E+02    0.161993676271838396E+02    0.127730227892762871E+01    0.174681037783049540E+02    0.161539633272241545E+01    0.177182813680743956E+01    0.313218828637218394E-03    0.107691887085126655E+04
    0.180465154172256774E+02    0.175199756827674733E+02    0.129209759744635333E+01    0.168954210503494444E+02    0.375340753813500250E+01    0.234884493830960084E+01    0.306969396400574857E-02    0.107699820753379981E+04
    0.174442714267419916E+02    0.164988150081901033E+02    0.126948029016431474E+01    0.135483313231819373E+02    0.384541829004149660E+01    0.245264534694640979E+01    0.271761719671248514E-03    0.107704794945299591E+04
