Nested Sampling Global Log-Evidence           :   -0.360275850929941157E+02  +/-    0.949046693964450294E+00

Dim No.       Mean        Sigma
   1    0.544048787035182113E+00    0.149079954382665802E+00
   2    0.689408950701156584E+02    0.381153650395717349E+02
   3    0.136468057663686443E-04    0.755525307288184465E-05
   4    0.219129529072372398E+01    0.832703765421661024E+00
   5    0.248261958938323524E+01    0.260287136273434294E+01
   6    0.132738999214682213E+00    0.201518227127262112E-01
   7    0.116781473054552165E+00    0.366450924268442099E-01
   8    0.839948626686716771E+00    0.435443910796629169E-01
   9    0.684650561568225839E+02    0.473227897323044999E+01
  10    0.547123748836292334E+00    0.448201149261055667E-02
  11    0.253653201199204137E+01    0.290433980460805055E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.738482459377173051E+00
   2    0.280454310146316921E+02
   3    0.177290794967389943E-04
   4    0.990975529474726446E+00
   5    0.105149434895068827E+01
   6    0.111548442848049115E+00
   7    0.134318183710193578E+00
   8    0.824187688638136073E+00
   9    0.670846124901056271E+02
  10    0.554493997843273023E+00
  11    0.250872811101773507E+01

MAP Parameters
Dim No.        Parameter
   1    0.487295968228692145E+00
   2    0.590529755436457791E+02
   3    0.545338167972617859E-05
   4    0.332492084653475217E+01
   5    0.817319512441438967E+00
   6    0.150787010990917597E+00
   7    0.139063800799374693E+00
   8    0.811352458050989434E+00
   9    0.730463428788665254E+02
  10    0.543216349690992750E+00
  11    0.256679221234457389E+01
