Nested Sampling Global Log-Evidence           :   -0.360977529056623916E+04  +/-    0.405037525507668417E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.360977529056623916E+04 +/-    0.405037525507668417E+00
Local Log-Evidence   -0.360977529056623916E+04 +/-    0.405037525507668417E+00

Dim No.       Mean        Sigma
   1    0.188743932478881082E+01    0.000000000000000000E+00
   2   -0.572024398613720213E-02    0.000000000000000000E+00
   3    0.243437885968878220E-01    0.000000000000000000E+00
   4    0.658456353443440667E+00    0.000000000000000000E+00
   5    0.413314851142397686E+02    0.000000000000000000E+00
   6    0.157625392344080839E+01    0.000000000000000000E+00
   7    0.463945687023793601E-01    0.000000000000000000E+00
   8    0.786657724435291925E+02    0.000000000000000000E+00
   9    0.105418507935256714E+00    0.000000000000000000E+00
  10    0.110637272972164760E+00    0.000000000000000000E+00
  11    0.762747480881693640E+00    0.000000000000000000E+00
  12    0.629767421493815931E+02    0.000000000000000000E+00
  13    0.413911623856463573E+00    0.000000000000000000E+00
  14    0.697807012333379384E+00    0.000000000000000000E+00
  15    0.238668089524039262E+01    0.000000000000000000E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.188743932478881082E+01
   2   -0.572024398613720213E-02
   3    0.243437885968878220E-01
   4    0.658456353443440667E+00
   5    0.413314851142397686E+02
   6    0.157625392344080839E+01
   7    0.463945687023793601E-01
   8    0.786657724435291925E+02
   9    0.105418507935256714E+00
  10    0.110637272972164760E+00
  11    0.762747480881693640E+00
  12    0.629767421493815931E+02
  13    0.413911623856463573E+00
  14    0.697807012333379384E+00
  15    0.238668089524039262E+01

MAP Parameters
Dim No.        Parameter
   1    0.188743932478881082E+01
   2   -0.572024398613720213E-02
   3    0.243437885968878220E-01
   4    0.658456353443440667E+00
   5    0.413314851142397686E+02
   6    0.157625392344080839E+01
   7    0.463945687023793601E-01
   8    0.786657724435291925E+02
   9    0.105418507935256714E+00
  10    0.110637272972164760E+00
  11    0.762747480881693640E+00
  12    0.629767421493815931E+02
  13    0.413911623856463573E+00
  14    0.697807012333379384E+00
  15    0.238668089524039262E+01
