    0.177800565958023071E+01    0.512948064353135197E-01    0.706020823073543469E-01    0.879250000033545032E+00    0.548026928088553404E+02    0.110042430869897379E+01    0.748021801647812679E-01    0.603054562656668125E+02    0.107848427638758571E+00    0.944003556874215832E-01    0.563055509540610011E+00    0.488900280797463296E+02    0.578413202003082105E+00    0.436853155456492015E+01    0.371911505498529493E+01   -0.204658258254098654E+09   -0.431745848408226340E+01    1
    0.215900224447250366E+01    0.410943559318938598E-01    0.115470301223174338E-02    0.942878717248678333E+00    0.569798701673847177E+02    0.168781197418072781E+01    0.213595097262994915E-01    0.129505533761670421E+03    0.220885466092319432E-01    0.309701523499126968E-01    0.559116593942448614E+00    0.503273056297217494E+02    0.335749824784400741E+00    0.537397898241641681E+01    0.437133687128160808E+01   -0.869692247615701705E+08   -0.433079181741559527E+01    1
    0.162500613927841187E+01   -0.740469101493034659E-01   -0.595640181986697714E-01    0.788985865357861305E+00    0.129006694510758990E+02    0.134623847706401856E+01    0.102723675802492448E+00    0.539227942540634615E+02    0.923532765955830531E-01    0.191242841787502671E+00    0.895340908534298596E+00    0.604144232747787626E+02    0.364411158204056562E+00    0.321230970541415140E+01    0.476839446602161132E+01   -0.483056795243565217E+08   -0.434412515074892802E+01    1
    0.175111413002014160E+01   -0.594955205146514322E-02    0.101607720413127850E-01    0.674691718173355159E+00    0.853499111329116431E+02    0.169275730827493742E+01    0.467315823939764285E-01    0.868146604702806428E+02    0.975838618954493892E-01    0.130719221922738216E+00    0.714736352769276384E+00    0.407384108115034209E+02    0.539419582549611532E+00    0.224236074600215751E+01    0.362813841485572208E+01   -0.337037427606700659E+08   -0.435745848408225900E+01    1
    0.206421953439712524E+01   -0.896401789316028652E-01    0.357211989093801432E-01    0.704167467274715575E+00    0.343481112026601849E+02    0.215300733514377329E+01    0.192393817778131054E-02    0.781168650070480908E+02    0.112507002064029041E+00    0.410603914135997394E-01    0.830693891281661267E+00    0.926220766922784264E+02    0.370384625885199492E+00    0.182402973260465950E+01    0.509771060670465737E+01   -0.329999789783460349E+08   -0.437079181741559353E+01    1
    0.183733028173446655E+01   -0.172089079065236399E-03    0.348310435104305857E-01    0.686398578169439610E+00    0.166947072111236849E+01    0.854467353935338347E+00    0.960397383036628166E-01    0.827254652402472885E+02    0.138088697578715530E+00    0.114446848268636839E+00    0.659784462760092727E+00    0.125321571121382433E+02    0.617607441662935908E+00    0.118048657190812256E+01    0.472018221504588631E+01   -0.308716736916135252E+08   -0.438412515074892628E+01    1
    0.165371400117874146E+01   -0.806786470157694162E-02    0.138376198372518015E-02    0.779498843773112404E+00    0.433428574168267318E+02    0.160231639058147857E+01    0.517786951413356858E-01    0.834953395859687930E+02    0.109644978457455605E+00    0.132635239599579069E+00    0.953306135149332601E+00    0.961388974355837149E+02    0.450667376942101128E+00    0.284758509259895298E+01    0.341081237151760464E+01   -0.305452146977673024E+08   -0.439745848408225992E+01    1
    0.222989380359649658E+01   -0.214986464090313849E-01   -0.318907474895914478E-01    0.476141226858214694E+00    0.513444233827221979E+02    0.114564764856777690E+01    0.599117304177081561E-01    0.779754054197437938E+02    0.444516164683974452E-01    0.962764263059114750E-01    0.776001529889473574E+00    0.535277246716301462E+02    0.571974306569366986E+00    0.421204798399411295E+01    0.273204750361938986E+01   -0.258094125836894289E+08   -0.441079181741559356E+01    1
    0.161260819435119629E+01    0.338126998962069584E-02   -0.416773358940811939E-01    0.791199744848510300E+00    0.185928482227782936E+02    0.178417134201021876E+01    0.164179733802724548E-02    0.795642985698868728E+02    0.124063261867401187E+00    0.676184541251296789E-01    0.868984238995809899E+00    0.923117546508511424E+02    0.560261842448392611E+00    0.179185342004339287E+01    0.277497818693068110E+01   -0.183439699082339406E+08   -0.442412515074892276E+01    1
    0.186710625886917114E+01    0.297303691516608059E-02   -0.675966310769558210E-01    0.939458134698341163E+00    0.372688354759246749E+02    0.189052711367879667E+01    0.115563104574709988E+00    0.846681728938926881E+02    0.700682300092407145E-01    0.865504340214159340E-01    0.584005306308619243E+00    0.515835429581255127E+02    0.472973775135323127E+00    0.251292345245931026E+01    0.306363582055995298E+01   -0.179381000932958201E+08   -0.443745848408225729E+01    1
