Nested Sampling Global Log-Evidence           :   -0.246272562709276053E+04  +/-    0.841978103564174241E+00

Dim No.       Mean        Sigma
   1    0.563824534701219449E+01    0.661649794051522133E+00
   2    0.882555494105907101E+01    0.234848289120114212E+00
   3    0.531286325685368488E+00    0.476747681408013456E-02
   4   -0.247553994721436271E+00    0.882419170110419412E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.508462046268367107E+01
   2    0.867059689509348885E+01
   3    0.534126758392725165E+00
   4   -0.248377368871551263E+00

MAP Parameters
Dim No.        Parameter
   1    0.517596339362348257E+01
   2    0.863954858121125291E+01
   3    0.529404160588754280E+00
   4   -0.254270846833323794E+00
