

    0.436587915758940955E-98   -0.805913384057446819E+04    0.247710729216886368E-01    0.744353606822154186E-02    0.458403726315070870E+00    0.613787807561383261E+02    0.476823495826950300E-01    0.257262840452130659E+00    0.296709895871979112E+01   -0.168659424288906644E-01   -0.631887755239900293E-02    0.703098416750421062E+00    0.939002928993389219E+02    0.165194464290940757E+00   -0.193673621872753714E-01    0.501168878358754320E-02    0.838946831210303889E+00    0.629112520828566133E+02    0.474332068806047544E-01    0.585437830975711115E+00
    0.130468060847797764E-96   -0.806596845831979226E+04    0.137577347056822771E-01   -0.455133033081219721E-02    0.655720621628217981E+00    0.831205089966454835E+02    0.324854843118805442E-01    0.377784030530007531E+00    0.302525727889403084E+01   -0.167250483805267674E-02   -0.490615394986701784E-03    0.651854432664183747E+00    0.535663653323382150E+02    0.167549552415496683E+00    0.102989408210752364E-02   -0.380591585363753088E-02    0.846013470012200952E+00    0.744988032229765764E+02    0.428776718185026537E-01    0.594718208861495734E+00
    0.103917550140071328E-95   -0.807015856719629664E+04    0.135904838309478457E-04    0.148323119805109961E-01    0.715159487478082001E+00    0.803861425734130250E+02    0.222143607412844113E-01    0.463230682584030606E+00    0.338758853500604040E+01    0.119956617495612424E-01    0.383097572749115864E-01    0.943218823665185280E+00    0.539433861724572026E+02    0.146315599896038817E+00   -0.280405472074608895E-02    0.142114057948926845E-01    0.818940080411407534E+00    0.745429013545641510E+02    0.493405181479764157E-01    0.577597725302342879E+00
    0.111683529811763430E-95   -0.807034271009107761E+04    0.441900334927189734E-02    0.126000709663373414E-01    0.620912548249395124E+00    0.719042968655192851E+02    0.112418946636373470E-01    0.307425166551760609E+00    0.352324824289520455E+01   -0.619491451148249626E-02    0.337700183455061148E-02    0.783067922104054404E+00    0.634511791107135394E+02    0.153192568248913391E+00   -0.115984436445808435E-01    0.154302457364152712E-01    0.754502528301537967E+00    0.784819938723825885E+02    0.538936027070723161E-01    0.567512973377765850E+00
    0.171754852045748309E-95   -0.807124350796375438E+04    0.320705799347011360E-02    0.578443407756158452E-02    0.628468162298796096E+00    0.816285590215976811E+02    0.323228242646253563E-01    0.337421259195668455E+00    0.343597405411829504E+01    0.940893466384161090E-02    0.187289560025142472E-01    0.684155158950953135E+00    0.738665155068429726E+02    0.197169191236387570E+00   -0.448742401723464940E-01    0.871770486026220495E-02    0.696869529119477971E+00    0.719769946608652020E+02    0.533884244440553518E-01    0.568661897219131851E+00
    0.593088344238173453E-95   -0.807376205833384847E+04    0.487586898816498322E-02   -0.301893901854299266E-02    0.677194427289390277E+00    0.582556728744525287E+02    0.329658494610163971E-01    0.263157747805609965E+00    0.298226935662032488E+01   -0.274336806059536122E-01    0.261566115826151850E-02    0.939894400953275255E+00    0.529640220736372598E+02    0.175307988989088837E+00    0.674649187945123153E-03    0.861060750861182209E-02    0.819793485455908466E+00    0.466263866607623996E+02    0.461114981023803341E-01    0.588140539004667451E+00
    0.850039187560801176E-95   -0.807452193650395566E+04    0.199318016399690386E-01   -0.134651370445280551E-01    0.701283510205200411E+00    0.925205084114034833E+02    0.443602698159925105E-01    0.285106261862481947E+00    0.307550105286516162E+01    0.160614928040040219E-02   -0.307083424982597594E-01    0.650919951650153483E+00    0.531439277267312775E+02    0.176614940809117549E+00    0.631501548196743145E-02    0.217404008389960636E-01    0.791539574959974179E+00    0.830008314162571992E+02    0.442434686334133645E-01    0.596922765904535746E+00
    0.114745300794488749E-94   -0.807516197157991519E+04    0.323819783867953376E-02   -0.785164655074259768E-02    0.701548293155158653E+00    0.751989080061825916E+02    0.512051913742968545E-01    0.269024764161127194E+00    0.340077783682695189E+01   -0.110090648201537807E-01   -0.231643846611423627E-01    0.805768974496163359E+00    0.601211504616701831E+02    0.167233357901750035E+00    0.433522052280272460E-02    0.405387533414293399E-02    0.841314281168062839E+00    0.527945340399615617E+02    0.474426387971815453E-01    0.597722612324386393E+00
    0.582602999178938350E-94   -0.807845155377194169E+04    0.103783371061474446E-01    0.718697143060479608E-03    0.806865759619962430E+00    0.729705706933017950E+02    0.992413453639419407E-02    0.318519965935660732E+00    0.338803305809955990E+01    0.359174700768753762E-03   -0.302804267492513607E-02    0.791380215411475074E+00    0.609201428149963817E+02    0.136582989831419116E+00    0.119283455843483335E-02    0.285878693607423302E-01    0.794991951868013524E+00    0.744131704935215907E+02    0.515948378334432634E-01    0.590152370361287981E+00
    0.131029275851824726E-93   -0.808011255352909939E+04    0.128683329297233084E-01   -0.130959784533358700E-01    0.942113443194074529E+00    0.863644651517493571E+02    0.271085303921567763E-02    0.306317382879685463E+00    0.286027048173641907E+01    0.604422549138797227E-02    0.127546416258498899E-01    0.562965955872632984E+00    0.630317786914654121E+02    0.170102316453700109E+00    0.189044855698444585E-03    0.140930542987924862E-01    0.892750835491662897E+00    0.893508683536981465E+02    0.541502500273694926E-01    0.573840382804798432E+00
    0.354097032858149259E-93   -0.808214085393244932E+04    0.173927811315336828E-01    0.275327162339748729E-01    0.731820718645187052E+00    0.831729695110194456E+02    0.275823728479022597E-01    0.402998435504524521E+00    0.294464306034088441E+01    0.547702572948350393E-02    0.156768383539126720E-01    0.804610917341880505E+00    0.709660145856036877E+02    0.119010319827926869E+00   -0.632439165822567661E-02    0.668717701614527336E-02    0.823549300351895774E+00    0.675881754663884777E+02    0.588657925993864295E-01    0.590230057682398002E+00
    0.202028465579524570E-92   -0.808566369937141826E+04    0.157927524995261082E-01   -0.204899580842518095E-01    0.721924573543394121E+00    0.690510525291266788E+02    0.176823736417015230E-01    0.304627510999869788E+00    0.316323045324246710E+01    0.187178589600419960E-02   -0.250019891577326183E-02    0.765503386446086953E+00    0.491232659914762380E+02    0.153738232940185432E+00   -0.518615253787786841E-02    0.157240321732983607E-01    0.861957117185621513E+00    0.693578614054035256E+02    0.509774537633716912E-01    0.579406069975432203E+00
    0.373267344761993830E-91   -0.809153664215483150E+04    0.364835589329848406E-02   -0.518949591935926723E-02    0.870567098589062116E+00    0.730982892188788895E+02    0.281146405089766280E-01    0.287308357271838122E+00    0.305361352571911926E+01   -0.103514947239479148E-01   -0.153920435948576746E-01    0.605891315868936520E+00    0.600243332468537147E+02    0.198001311709268879E+00   -0.735214447714416675E-02    0.193572940377728583E-01    0.887348715195422022E+00    0.752397379502787089E+02    0.480967272420575881E-01    0.572779495567154018E+00
    0.115940468172824183E-89   -0.809844854642494465E+04    0.167097291952289541E-01    0.826873700123547523E-02    0.652552007384868071E+00    0.726934139094429383E+02    0.135333760055873255E-01    0.278202750239013918E+00    0.344872885308451194E+01    0.554279224505513715E-02    0.193211676116559344E-02    0.904880801419153835E+00    0.499644152471673237E+02    0.108047781380140137E+00   -0.119074256697613377E-01   -0.121892617500084666E-02    0.738381764338710944E+00    0.911452458485918839E+02    0.566681256615324397E-01    0.585478095546390964E+00
