Nested Sampling Global Log-Evidence           :   -0.393295932303024620E+04  +/-    0.379066861477753259E+00

Dim No.       Mean        Sigma
   1    0.108598166188239471E+02    0.491934886092108314E+01
   2    0.471303235989259495E+01    0.281468463726121509E+01
   3    0.645101509310350352E+01    0.216563497204186417E+01
   4    0.832047592794779467E+00    0.138319840622998548E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.318745547698196763E+01
   2    0.385375975413538407E+01
   3    0.871796383586146106E+01
   4    0.833373700843242249E+00

MAP Parameters
Dim No.        Parameter
   1    0.156539400971426481E+02
   2    0.165026096090674690E+01
   3    0.924091887178788340E+01
   4    0.820576868294253137E+00
