    0.558416345306357309E-01   -0.169323446550114665E+00    0.528158235549926802E+00    0.122411663532257080E+03    0.730436742643036850E+05    0.281818914413452148E+01    0.745331081748008728E+01   -0.669254001381738480E+17   -0.340101220333519727E+01    1
   -0.545417535079830262E+00   -0.499335251908633482E+00    0.637409543991088956E+00    0.167182163000106812E+03    0.383886751337075257E+05    0.231310248374938965E+01    0.318153622746467590E+01   -0.436391066831549550E+16   -0.343434553666853093E+01    1
   -0.542578925615813001E+00    0.166419663602707435E+00    0.769467973709106579E+00    0.124296644926071167E+03    0.539384752391358870E+04    0.247549700736999512E+01    0.790654200315475464E+01   -0.693754993105784250E+15   -0.346767887000186459E+01    1
   -0.598615685458084079E+00   -0.131619783848425709E+00    0.467777395248413108E+00    0.267063689231872559E+02    0.114998614589704775E+05    0.116855835914611816E+01    0.769211414456367493E+01   -0.314465388464808375E+15   -0.350101220333519692E+01    1
    0.433530560204211546E+00    0.121080519249358223E-01    0.476567077636718794E+00    0.227817392349243164E+02    0.168406400157727330E+05    0.427529811859130859E+00    0.463153842091560364E+01   -0.173816881432755137E+14   -0.353434553666853013E+01    1
   -0.455893246080482581E-01    0.155152503599273517E+00    0.907619667053222612E+00    0.426605772972106934E+02    0.105348994172654898E+04    0.173003816604614258E+01    0.758645120263099670E+01   -0.308559749612763477E+13   -0.356767887000186423E+01    1
    0.881741517275768938E-01   -0.816366586416693019E-01    0.295412969589233410E+00    0.456177234649658203E+01    0.736086740530582915E+03    0.295575690269470215E+01    0.333699929714202881E+01   -0.229990338596361621E+13   -0.360101220333519745E+01    1
   -0.469734628656026228E-04   -0.267940408714154088E+00    0.303279685974121138E+00    0.310577595233917236E+02    0.135594316890091295E+04    0.230441975593566895E+01    0.176722484827041626E+01   -0.196057364702808228E+13   -0.363434553666853066E+01    1
   -0.247451259970806609E-01    0.161276329826725545E+00    0.213451242446899420E+00    0.104383420944213867E+03    0.119425562831964203E+04    0.148230338096618652E+01    0.377675551176071167E+01   -0.122421977897863892E+13   -0.366767887000186432E+01    1
   -0.416804852764279643E+00   -0.155670322557805510E-01    0.754448318481445446E+00    0.527425289154052734E+01    0.302803575042262746E+05    0.767319202423095703E-01    0.420156466960906982E+01   -0.288642899068975159E+12   -0.370101220333519754E+01    1
   -0.186359503763339485E+00    0.139270786170209965E+00    0.340352249145507824E+00    0.355314373970031738E+01    0.217153860375808961E+03    0.220781302452087402E+01    0.515076249837875366E+00   -0.205430200109722710E+11   -0.373434553666852986E+01    1
    0.189545261013990607E+00   -0.173738005507817678E+00    0.404372406005859386E+00    0.176267727613449097E+03    0.418473806262340588E+03    0.511201858520507812E+00    0.136226359009742737E+01   -0.324599559194835663E+10   -0.376767887000186352E+01    1
