    0.179207599163055420E+02    0.848310649394989014E+01   -0.908667445182800293E+01   -0.218570052406055329E+06   -0.340101220333519727E+01    1
    0.196688950061798096E+02    0.334044992923736572E+01   -0.904711127281188965E+01   -0.218549100629533117E+06   -0.343434553666853093E+01    1
    0.580306649208068848E+01    0.328565120697021484E+01   -0.818423748016357422E+01   -0.218432352808037511E+06   -0.346767887000186459E+01    1
    0.195001769065856934E+02    0.678855180740356445E-01   -0.887083530426025391E+01   -0.218355775861692324E+06   -0.350101220333519692E+01    1
    0.260934829711914062E+01    0.650805115699768066E+01   -0.763911366462707520E+01   -0.218332392814707739E+06   -0.353434553666853013E+01    1
    0.139073646068572998E+02    0.967551767826080322E+01   -0.584181308746337891E+01   -0.218164928672749462E+06   -0.356767887000186423E+01    1
    0.822781801223754883E+01    0.503362953662872314E+01   -0.506717562675476074E+01   -0.217253529700750049E+06   -0.360101220333519745E+01    1
    0.141171205043792725E+02    0.396285176277160645E+01   -0.367755174636840820E+01   -0.214166454643238249E+06   -0.363434553666853066E+01    1
    0.765065073966979980E+01    0.616285681724548340E+01   -0.357946991920471191E+01   -0.212389131306136260E+06   -0.366767887000186432E+01    1
    0.148997187614440918E+01    0.260339498519897461E+01   -0.368930459022521973E+01   -0.200368862693000614E+06   -0.370101220333519754E+01    1
    0.179349362850189209E+02    0.197664976119995117E+01   -0.219180345535278320E+01   -0.167251686930982338E+06   -0.373434553666852986E+01    1
    0.196487653255462646E+02    0.299437463283538818E+01   -0.208089709281921387E+01   -0.165434275803238415E+06   -0.376767887000186352E+01    1
    0.967450141906738281E+01    0.706356465816497803E+01   -0.127543449401855469E+01   -0.114434922833052915E+06   -0.380101220333519718E+01    1
    0.109767043590545654E+02    0.622686684131622314E+01   -0.876930952072143555E+00   -0.881376648148946551E+05   -0.383434553666853084E+01    1
    0.173170590400695801E+02    0.473343789577484131E+01    0.659632682800292969E-01   -0.237018803940041289E+05   -0.386767887000186361E+01    1
    0.272892832756042480E+01    0.730617761611938477E+01    0.266607999801635742E+00   -0.184770549227848387E+05   -0.390101220333519683E+01    1
    0.517255187034606934E+01    0.881744623184204102E+00    0.989974617958068848E+01    0.432174559876805506E+04   -0.393434553666853137E+01    1
    0.180666351318359375E+02    0.963065624237060547E+00    0.961529254913330078E+01    0.432174566905190295E+04   -0.396767887000186414E+01    1
    0.153728771209716797E+02    0.109988451004028320E+00    0.760234236717224121E+01    0.432174585888852016E+04   -0.400101220333519692E+01    1
    0.196290016174316406E+01    0.575924992561340332E+01    0.972833156585693359E+01    0.432174698593604626E+04   -0.403434553666852835E+01    1
    0.170209205150604248E+02    0.854974210262298584E+01    0.948631882667541504E+01    0.432174794352244498E+04   -0.406767887000186334E+01    1
    0.419047474861145020E+01    0.758051931858062744E+01    0.929806470870971680E+01    0.432174879463628167E+04   -0.410101220333519656E+01    1
    0.997107863426208496E+01    0.152639150619506836E+01    0.787267804145812988E+01    0.432174973737543041E+04   -0.413434553666853066E+01    1
    0.195465695858001709E+02    0.343235552310943604E+01    0.832822084426879883E+01    0.432175023358405451E+04   -0.416767887000186299E+01    1
    0.121860408782958984E+02    0.407676756381988525E+01    0.839748024940490723E+01    0.432175086919849491E+04   -0.420101220333519709E+01    1
    0.177796912193298340E+02    0.309703707695007324E+01    0.756378054618835449E+01    0.432175788153157555E+04   -0.423434553666853031E+01    1
    0.305825114250183105E+01    0.530085146427154541E+01    0.727494955062866211E+01    0.432178861577542557E+04   -0.426767887000186441E+01    1
    0.526916861534118652E+01    0.282141447067260742E+01    0.624414086341857910E+01    0.432183674234342107E+04   -0.430101220333519496E+01    1
    0.162638306617736816E+02    0.248022973537445068E+01    0.595438480377197266E+01    0.432184110730375687E+04   -0.433434553666852906E+01    1
    0.993711352348327637E+01    0.447264850139617920E+01    0.620107054710388184E+01    0.432187809619984182E+04   -0.436767887000186317E+01    1
    0.171789169311523438E+01    0.829136967658996582E+00    0.457836627960205078E+01    0.432224995770650276E+04   -0.440101220333519549E+01    1
