Nested Sampling Global Log-Evidence           :   -0.160315299710088642E+06  +/-    0.119314363798619349E+01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.160315299710088642E+06 +/-    0.119314363798619349E+01
Local Log-Evidence   -0.160315299710088642E+06 +/-    0.119314363798619349E+01

Dim No.       Mean        Sigma
   1    0.841623483123294519E-01    0.211360207981435436E-02
   2    0.896705212468890678E-01    0.172682506406310939E-02
   3    0.855888468932743840E+00    0.154668178581301454E-02
   4    0.793326075135071989E+02    0.383111213351657098E+00
   5    0.109739273337224907E+01    0.195695021705230869E-02
   6    0.176606859108426573E+01    0.201155054366090099E-02
   7    0.800035220895955579E+00    0.336924118722996889E-04

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.848900024023239164E-01
   2    0.902129818747410966E-01
   3    0.856369815083556585E+00
   4    0.791341740282671964E+02
   5    0.109864547976840798E+01
   6    0.176550632707657784E+01
   7    0.800001180058180883E+00

MAP Parameters
Dim No.        Parameter
   1    0.827822988832695172E-01
   2    0.883270380991565407E-01
   3    0.856656090915325352E+00
   4    0.801059282665252397E+02
   5    0.109930281097830962E+01
   6    0.176425286760794764E+01
   7    0.800011006002678160E+00
