Nested Sampling Global Log-Evidence           :    0.773274456559872988E+03  +/-    0.545321825562576135E+00

Dim No.       Mean        Sigma
   1    0.272406746935545350E-04    0.182541571378869473E-06
   2    0.100325023248426778E+00    0.501669519138317835E-04
   3    0.294247704078021215E+02    0.228125810393802683E-01
   4    0.209271363062870835E+00    0.132534474181025569E-03
   5    0.901397944161378604E+02    0.747957348718660334E-03

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.272423070439973113E-04
   2    0.100324542237913317E+00
   3    0.294249860481946257E+02
   4    0.209272633930081081E+00
   5    0.901397875718257922E+02

MAP Parameters
Dim No.        Parameter
   1    0.272423070439973113E-04
   2    0.100324542237913317E+00
   3    0.294249860481946257E+02
   4    0.209272633930081081E+00
   5    0.901397875718257922E+02
