Nested Sampling Global Log-Evidence           :   -0.973200104819415401E+03  +/-    0.804600226225138049E+00

Dim No.       Mean        Sigma
   1    0.184348695727085961E+02    0.130292344423976303E+01
   2    0.998743056156767040E+01    0.141030196531270469E-01
   3    0.820311950173045257E+00    0.485630662506568098E-02
   4   -0.512772028179804482E-01    0.149604820753402169E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.199936192748448676E+02
   2    0.999856497997641291E+01
   3    0.817497543633663781E+00
   4   -0.519672358224368969E-01

MAP Parameters
Dim No.        Parameter
   1    0.176286461343324419E+02
   2    0.999595453917919485E+01
   3    0.819082023416344285E+00
   4   -0.528316068201882816E-01
