Nested Sampling Global Log-Evidence           :    0.597474975494417686E+04  +/-    0.959703959974895882E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence    0.597474975494417686E+04 +/-    0.959703959974895882E+00
Local Log-Evidence    0.597474975494417686E+04 +/-    0.959703959974895882E+00

Dim No.       Mean        Sigma
   1    0.227892357132133180E-02    0.763347587972710174E-03
   2   -0.283951179054485654E-03    0.120153231783945219E-02
   3    0.906756025064797799E+00    0.213769001260124842E-02
   4    0.159447772743768752E+02    0.548498153578821146E+00
   5    0.100576349798245301E+01    0.435726602642444189E-03
   6    0.146006128851042011E-02    0.571855987182560760E-03
   7    0.379038717373987740E-03    0.765680675196862425E-03
   8    0.787068606423845685E+00    0.115960146223762564E-01
   9    0.951536168499222583E+02    0.313721567052317729E+01
  10    0.900086621271921350E-02    0.142803025064314740E-03
  11    0.103379418700955150E+01    0.850940063785522206E-02
  12    0.444356202283091317E+01    0.352267789409554041E-01
  13   -0.106786883785927305E-01    0.388680201164876352E-02
  14   -0.131123936769639553E-01    0.329883256628821361E-02
  15    0.648436916823668441E+00    0.235506577213391022E-01
  16    0.190698171254402155E+03    0.624000285368627328E+01
  17    0.426371216227037289E-01    0.418597780449133511E-02
  18    0.425911832557110459E+00    0.206869935126407049E-01
  19    0.371251475554913357E+01    0.311546066869561378E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.334072292675557719E-02
   2   -0.131718869185577445E-02
   3    0.906797115256731234E+00
   4    0.164340180773603635E+02
   5    0.100561772623769086E+01
   6    0.203031700560047691E-02
   7    0.611174270051161690E-03
   8    0.791900930863094543E+00
   9    0.973668197024154551E+02
  10    0.924907104499176659E-02
  11    0.103152182610600640E+01
  12    0.437432303025972846E+01
  13   -0.120602696445471641E-01
  14   -0.146572024845160707E-01
  15    0.650153222938042896E+00
  16    0.192971839986680521E+03
  17    0.485585865830473751E-01
  18    0.405260584926112111E+00
  19    0.315512712843039012E+01

MAP Parameters
Dim No.        Parameter
   1    0.303898176658348295E-02
   2    0.573925150647284013E-03
   3    0.904876800285365768E+00
   4    0.152443943983127781E+02
   5    0.100615772477350074E+01
   6    0.226545482648164405E-02
   7    0.844142942632128369E-03
   8    0.802444342658930498E+00
   9    0.984658844010283616E+02
  10    0.904631199529031503E-02
  11    0.103160412441712945E+01
  12    0.444118814166176890E+01
  13   -0.654064074414220393E-02
  14   -0.105921242892793241E-01
  15    0.648558121876653404E+00
  16    0.191134700025176102E+03
  17    0.449619605081927887E-01
  18    0.414071023354243894E+00
  19    0.390361187603065618E+01
