Nested Sampling Global Log-Evidence           :    0.357714376279916451E+04  +/-    0.678421343311670033E+00

Dim No.       Mean        Sigma
   1   -0.519788379048330028E-03    0.414987708526784948E-03
   2   -0.586691938249063374E-02    0.858247148546835772E-03
   3    0.678987754594520210E+00    0.932218826908082980E-03
   4    0.439670879133267576E+02    0.300597118458231116E+00
   5    0.160673417382723493E+01    0.372602487116667296E-03
   6    0.469921694303747500E-01    0.119722882380369805E-02
   7    0.872177267337539348E+02    0.203641306542862527E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.692441147828737336E-03
   2   -0.510724162101159306E-02
   3    0.678433964252619481E+00
   4    0.442395530292370438E+02
   5    0.160670437153907852E+01
   6    0.480253777368875520E-01
   7    0.870284413106708996E+02

MAP Parameters
Dim No.        Parameter
   1   -0.852174264236109369E-03
   2   -0.528847200361205576E-02
   3    0.678881042887663821E+00
   4    0.442471254882380549E+02
   5    0.160677447394690098E+01
   6    0.480595640036026589E-01
   7    0.870560641574884357E+02
