    0.390657240761232316E+01    0.812780427937676286E+01    0.988795062633816002E+00    0.131848118831051853E+00   -0.633638655385051834E+03
    0.220209771602351889E+01    0.853886897874398798E+01    0.111024188143010960E+01    0.140148719648756082E+00   -0.633056503214449549E+03
    0.448042408614131560E+01    0.712916325264237649E+01    0.941969656845122572E+00    0.119982431085719599E+00   -0.632187484085854521E+03
    0.417356726944579393E+01    0.787357459060560672E+01    0.101470984906939776E+01    0.137021381305622247E+00   -0.632169104526672527E+03
    0.328270766041164030E+01    0.799112585811019649E+01    0.105732620618759299E+01    0.136976827044644978E+00   -0.631782441079887121E+03
    0.373168048237764260E+01    0.822938326451988544E+01    0.104826022832833665E+01    0.129063572411106886E+00   -0.631466717975747201E+03
    0.281825251179708847E+01    0.811362808242613021E+01    0.107884359510212846E+01    0.130268503423504489E+00   -0.630716919121550973E+03
    0.424349144208682993E+01    0.825136815298432147E+01    0.103061258634798314E+01    0.134323690524936312E+00   -0.630457247949091084E+03
    0.355819707366147053E+01    0.827995186061174948E+01    0.103798580878156521E+01    0.136909208688186679E+00   -0.629681438577351059E+03
    0.360304731538451861E+01    0.827328642335885789E+01    0.102751187490108187E+01    0.118887304068195032E+00   -0.629617150223267458E+03
    0.331156854315251348E+01    0.821854912263388826E+01    0.105295932858123464E+01    0.136570019142143062E+00   -0.629613349656572723E+03
    0.376848950643131264E+01    0.796347759938933475E+01    0.102462849479922369E+01    0.131920685782528357E+00   -0.629518474481935073E+03
    0.407183899901715840E+01    0.779399475662470209E+01    0.981142218982711256E+00    0.125941939629728550E+00   -0.629450062974028924E+03
    0.407913560870222991E+01    0.849094804143112292E+01    0.102698080996711738E+01    0.122041031046864701E+00   -0.629443426819037995E+03
    0.377544759730459845E+01    0.772667395643581578E+01    0.100531276694403360E+01    0.127413496919385638E+00   -0.629386545667641712E+03
    0.325114568933783277E+01    0.811086840179669188E+01    0.105411556431513453E+01    0.130067486029441071E+00   -0.629339016690854692E+03
    0.379579812972803943E+01    0.786381879131539385E+01    0.101519923802438861E+01    0.127707408459636795E+00   -0.629333950217416941E+03
    0.393101921262359211E+01    0.835169622616692564E+01    0.104162584766894994E+01    0.134288956046566321E+00   -0.629250454109563861E+03
    0.223147685457746103E+01    0.800224665549495739E+01    0.107748609143084551E+01    0.126020875733370730E+00   -0.629186566686312744E+03
    0.394711560307461307E+01    0.805717170667086791E+01    0.100287162795984131E+01    0.130580359340043417E+00   -0.628902136142610516E+03
    0.297793094957789872E+01    0.838787325748094226E+01    0.107823679747596657E+01    0.134842112805579006E+00   -0.628742445516753719E+03
    0.229592686739211960E+01    0.825038872789668432E+01    0.109393083754710219E+01    0.129864542502503788E+00   -0.628724495369994884E+03
    0.229592686739211960E+01    0.825038872789668432E+01    0.109393083754710219E+01    0.129864542502503788E+00   -0.628724495369994884E+03
    0.227817710415612762E+01    0.851241353954308799E+01    0.108079644578508649E+01    0.128908049414128811E+00   -0.628656213444407513E+03
    0.231364715204229254E+01    0.803194946440574320E+01    0.106665996972966859E+01    0.124603419513040992E+00   -0.628642403693844471E+03
    0.468768747006427411E+01    0.807863215356471187E+01    0.983202511891661857E+00    0.127997577342424007E+00   -0.628634836532188615E+03
    0.275973743862436205E+01    0.788051674963222570E+01    0.104853256945986928E+01    0.125616271387020140E+00   -0.628605103477392277E+03
    0.201851902113863213E+01    0.844393376347074209E+01    0.110784732528842156E+01    0.128550160015913351E+00   -0.628585417731646316E+03
    0.360894223131771108E+01    0.796908644134355448E+01    0.101959577786773004E+01    0.130220076176609467E+00   -0.628561362248991372E+03
    0.302612108300849059E+01    0.836377137601563803E+01    0.106693469641390415E+01    0.135552864631781400E+00   -0.628544487262174016E+03
    0.303323658159234366E+01    0.826270835715329355E+01    0.104491516695154552E+01    0.132185086620065340E+00   -0.628537908904177812E+03
    0.238016399150853886E+01    0.808093969820900071E+01    0.107225298076605569E+01    0.126044603594565485E+00   -0.628345748819889195E+03
    0.431964994424669335E+01    0.823106950013962013E+01    0.100632631799870431E+01    0.131699888693386447E+00   -0.628297940838344743E+03
    0.256567762506374075E+01    0.806942996943824475E+01    0.106348619530521660E+01    0.124106565252898982E+00   -0.628069382397166919E+03
    0.265345615337015861E+01    0.805016864022557854E+01    0.106054815689242332E+01    0.125494610797762141E+00   -0.628054099451931847E+03
    0.265345615337015861E+01    0.805016864022557854E+01    0.106054815689242332E+01    0.125494610797762141E+00   -0.628054099451931847E+03
    0.340200676479661546E+01    0.859714608496364008E+01    0.106215121682374658E+01    0.137205432563209717E+00   -0.628037840055105107E+03
    0.340200676479661546E+01    0.859714608496364008E+01    0.106215121682374658E+01    0.137205432563209717E+00   -0.628037840055105107E+03
    0.327031637062018543E+01    0.791474750673867078E+01    0.101644962228665037E+01    0.124202935785159729E+00   -0.627940365640932441E+03
    0.327031637062018543E+01    0.791474750673867078E+01    0.101644962228665037E+01    0.124202935785159729E+00   -0.627940365640932441E+03
    0.248543505978880130E+01    0.877652493843731918E+01    0.111756755839602384E+01    0.134504319047968890E+00   -0.627908912693804041E+03
    0.381104800879508243E+01    0.820290572994864320E+01    0.102646379514526487E+01    0.130897526928635655E+00   -0.627904002247290578E+03
    0.381104800879508243E+01    0.820290572994864320E+01    0.102646379514526487E+01    0.130897526928635655E+00   -0.627904002247290578E+03
    0.421309969418687125E+01    0.825737619809754264E+01    0.101308937650966513E+01    0.130693384260081924E+00   -0.627880388434446331E+03
    0.286024912136464193E+01    0.872535273188010585E+01    0.109383715050065611E+01    0.137108920351180830E+00   -0.627809236714539338E+03
    0.286024912136464193E+01    0.872535273188010585E+01    0.109383715050065611E+01    0.137108920351180830E+00   -0.627809236714539338E+03
    0.454705557243307101E+01    0.824332915638057706E+01    0.980882322367680359E+00    0.124139241496505459E+00   -0.627801550729719906E+03
    0.281353708255712665E+01    0.850095018016043547E+01    0.108715972513614645E+01    0.130882060635153952E+00   -0.627795935668816810E+03
    0.337938499898786437E+01    0.874466334485870789E+01    0.106934877955346863E+01    0.138121566805195162E+00   -0.627782461435699020E+03
    0.337938499898786437E+01    0.874466334485870789E+01    0.106934877955346863E+01    0.138121566805195162E+00   -0.627782461435699020E+03
    0.300590475736110641E+01    0.810883221902362017E+01    0.104606957461590433E+01    0.123811930423015859E+00   -0.627697618945141016E+03
    0.230442839660233778E+01    0.843340060159684590E+01    0.109878718556056576E+01    0.128779673652641424E+00   -0.627661484121762442E+03
    0.388025169056997221E+01    0.812373928356559105E+01    0.100428896755240160E+01    0.127118195320629290E+00   -0.627633330944437830E+03
    0.388025169056997221E+01    0.812373928356559105E+01    0.100428896755240160E+01    0.127118195320629290E+00   -0.627633330944437830E+03
    0.370435311801778422E+01    0.824624831067087349E+01    0.103138952764846437E+01    0.127861081399110121E+00   -0.627573253404817933E+03
    0.370435311801778422E+01    0.824624831067087349E+01    0.103138952764846437E+01    0.127861081399110121E+00   -0.627573253404817933E+03
    0.321344992344052294E+01    0.886109902081235035E+01    0.108144286681751112E+01    0.138711602568581505E+00   -0.627566149615522590E+03
    0.459530223950463146E+01    0.837520080056464877E+01    0.100137123201145606E+01    0.126549864645070897E+00   -0.627458816594299833E+03
    0.459530223950463146E+01    0.837520080056464877E+01    0.100137123201145606E+01    0.126549864645070897E+00   -0.627458816594299833E+03
    0.298871813829893274E+01    0.820542175282221997E+01    0.105582185810643736E+01    0.129450712557541703E+00   -0.627458337292262286E+03
    0.298871813829893274E+01    0.820542175282221997E+01    0.105582185810643736E+01    0.129450712557541703E+00   -0.627458337292262286E+03
    0.261030269596797915E+01    0.873823381395063237E+01    0.110531383527801275E+01    0.135020293360098798E+00   -0.627420590509836302E+03
    0.425754680989524825E+01    0.833590802297306510E+01    0.100249647063929004E+01    0.129005899575473038E+00   -0.627341832162341802E+03
    0.358549439557311667E+01    0.812456386513369466E+01    0.101276064936854127E+01    0.125486267719631561E+00   -0.627241992787650588E+03
