Nested Sampling Global Log-Evidence           :   -0.643877344198824744E+03  +/-    0.748556315716459642E+00

Dim No.       Mean        Sigma
   1    0.325647226518316391E+01    0.604937765544395045E+00
   2    0.843475280679549400E+01    0.285519704907695460E+00
   3    0.105055185301944554E+01    0.328569773144695154E-01
   4    0.128320908903755498E+00    0.423630232855053308E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.314951222911780260E+01
   2    0.863771659386989121E+01
   3    0.105041318084230184E+01
   4    0.124435687256494010E+00

MAP Parameters
Dim No.        Parameter
   1    0.372677125999752379E+01
   2    0.854613196893177474E+01
   3    0.104133667021292631E+01
   4    0.127269526620083839E+00
