

    0.290114302111768245E-97   -0.282101183403521973E+05    0.115451569777662009E+02    0.277504100624745176E+00    0.798095284970214314E+00    0.170821704760658406E+02    0.175628074933085437E+00    0.588451197695698314E+00
    0.797761391702084652E-97   -0.282121814094608126E+05    0.543890444772367943E+01    0.326944573308672881E+00    0.611362601483617318E+00    0.108007617294395857E+02    0.871299838652144498E-01    0.782808590308361474E+00
    0.250311913744141296E-96   -0.282145083761474380E+05    0.233700439500735380E+01    0.638987181048461389E-01    0.654406036174148609E+00    0.111744904949702395E+02    0.215141766925027733E+00    0.660997927074127078E+00
    0.373747417311548539E-93   -0.282291656315440268E+05    0.611975758348863064E+01    0.454411336097628737E+00    0.723457684038217863E+00    0.136441006412804828E+02    0.680287370255658747E-01    0.536960399735631588E+00
    0.409707023598466349E-92   -0.282339945259564156E+05    0.811996145248215129E+01    0.217660348458710573E+00    0.663984661269822474E+00    0.151422194580916329E+02    0.104285787075902178E+00    0.526880942447677247E+00
    0.515840517594099462E-90   -0.282437055769595936E+05    0.742364756087360611E+01    0.237388138232796087E+00    0.574836887449037715E+00    0.129227010273333569E+02    0.108643318678750142E+00    0.684693725912455919E+00
    0.333101367842159488E-84   -0.282705018964921510E+05    0.102726681216550331E+01    0.450188635908742363E+00    0.109994016868428712E+01    0.115739828945026115E+02    0.149381678905616405E+00    0.592104007803155641E+00
    0.213323899428677360E-83   -0.282742557963055115E+05    0.175532521404379760E+01    0.817153409197406283E-01    0.511253607273568611E+00    0.176252686917415282E+02    0.144222111617724469E+00    0.707638668091451706E+00
    0.148479807543237691E-82   -0.282781762411066557E+05    0.546963577313032534E+01    0.307215602934748921E+00    0.728237375933873499E+00    0.159035927995503776E+02    0.887736856284490061E-01    0.526719799485645734E+00
    0.746326314683502314E-81   -0.282860508391943513E+05    0.536655062335647060E+01    0.131458352767757303E+00    0.768209176245216674E+00    0.135296273652270980E+02    0.278145471366373798E+00    0.725587953211961789E+00
