Nested Sampling Global Log-Evidence           :    0.315631252543194114E+04  +/-    0.587514738555615090E+00

Dim No.       Mean        Sigma
   1    0.304935250767095027E+02    0.281611892948387454E+00
   2    0.225084856755500411E+02    0.270855899290078417E+00
   3    0.116460018176556024E+01    0.443672284890529109E-01
   4    0.836035694157558421E-03    0.746715793860259331E-03

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.304023491326454334E+02
   2    0.221001847055569449E+02
   3    0.116774772995084275E+01
   4    0.727363314992013343E-03

MAP Parameters
Dim No.        Parameter
   1    0.300240720890200521E+02
   2    0.223466355075026968E+02
   3    0.112822475241631826E+01
   4    0.153303761883427647E-02
